USINA;CEG;CÓD. ONS;UF;MUST;CLASSIFICAÇÃO;CICLO TC N-1;CICLO TB N;TC N;TUST Estab.;TUST RB
EOL RENASCENCA V;030497-2;;RN;29,8;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL RIBEIRAO (EOLOS);030695-9;;CE;20,5;ENVOLTÓRIA;;13,575;13,575;;13,575
EOL RIO VERDE;030341-0;;BA;30,0;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL SABIU;032108-7;;BA;13,2;ENVOLTÓRIA;;10,890;10,890;;10,890
EOL SANGRADOURO 2(V.LAGOA);030381-0;;RS;29,9;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL SANGRADOURO 3(V.LAGOA);030330-5;;RS;27,6;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL SANGRADOURO(V.DO SUL);028811-0;;RS;50,0;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL SANTA CATARINA;030924-9;;CE;18,1;ENVOLTÓRIA;;15,542;15,542;;15,542
EOL SANTA CLARA I;030292-9;;RN;29,2;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL SANTA CLARA II;030308-9;;RN;29,2;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL SANTA CLARA III;030293-7;;RN;29,2;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL SANTA CLARA IV;030307-0;;RN;29,2;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL SANTA CLARA V;030378-0;;RN;29,2;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL SANTA CLARA VI;030304-6;;RN;29,2;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL SANTA EDWIGES (BRITE);031270-3;;PI;28,7;ENVOLTÓRIA;;14,263;14,263;;14,263
EOL SANTA HELENA;030834-0;;BA;28,5;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL SANTA MARIA;029019-0;;PE;5,0;ENVOLTÓRIA;;12,460;12,460;;12,460
EOL SANTA MONICA;031427-7;;RN;28,8;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL SANTA MONICA I;032013-7;;PI;18,3;ENVOLTÓRIA;;14,383;14,383;;14,383
EOL SANTA URSULA;031425-0;;RN;26,9;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL SANTANA I;031810-8;;RN;29,0;ENVOLTÓRIA;;15,834;15,834;;15,834
EOL SANTANA II;031811-6;;RN;23,2;ENVOLTÓRIA;;15,834;15,834;;15,834
EOL SANTO AGOSTINHO 1;033831-1;;RN;18,0;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL SANTO AGOSTINHO 13;033853-2;;RN;36,1;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL SANTO AGOSTINHO 14;033854-0;;RN;6,0;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL SANTO AGOSTINHO 17;033857-5;;RN;42,1;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL SANTO AGOSTINHO 18;033872-9;;RN;30,1;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL SANTO AGOSTINHO 2;033833-8;;RN;30,1;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL SANTO AGOSTINHO 21;033875-3;;RN;30,1;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL SANTO AGOSTINHO 25;035214-4;;RN;24,1;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL SANTO AGOSTINHO 26;035215-2;;RN;42,1;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL SANTO AGOSTINHO 27;035216-0;;RN;36,1;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL SANTO AGOSTINHO 3;033834-6;;RN;12,0;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL SANTO AGOSTINHO 4;033835-4;;RN;36,1;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL SANTO AGOSTINHO 5;033836-2;;RN;54,1;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL SANTO AGOSTINHO 6;033838-9;;RN;24,1;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL SANTO ANTONIO DE PADUA;030916-8;;CE;14,2;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL SANTO CRISTO;030849-8;;RN;26,6;ENVOLTÓRIA;;15,789;15,789;;15,789
EOL SANTO INACIO III;035217-9;;CE;29,0;ENVOLTÓRIA;;15,897;15,897;;15,897
EOL SANTO INACIO IV;031866-3;;CE;22,8;ENVOLTÓRIA;;15,897;15,897;;15,897
EOL SAO BENTO DO NORTE;030536-7;;RN;29,3;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL SAO BENTO DO NORTE I;033640-8;;RN;22,6;ENVOLTÓRIA;;15,789;15,789;;15,789
EOL SAO BENTO DO NORTE II;033642-4;;RN;22,6;ENVOLTÓRIA;;15,789;15,789;;15,789
EOL SAO BENTO DO NORTE III;033643-2;;RN;22,6;ENVOLTÓRIA;;15,789;15,789;;15,789
EOL SAO CLEMENTE;030927-3;;CE;20,4;ENVOLTÓRIA;;16,948;16,948;;16,948
EOL SAO CRISTOVAO;030912-5;;CE;25,6;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL SAO DOMINGOS;032215-6;;RN;24,7;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL SAO DOMINGOS I;050096-8;;RN;29,8;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL SAO DOMINGOS II;050097-6;;RN;29,9;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL SAO DOMINGOS III;050098-4;;RN;17,9;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL SAO DOMINGOS IV;050099-2;;RN;23,9;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL SAO DOMINGOS V;050100-0;;RN;12,1;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL SAO FELICIO;032401-9;;CE;24,0;ENVOLTÓRIA;;15,559;15,559;;15,559
EOL SAO FERNANDO 1;037073-8;;RN;75,6;ENVOLTÓRIA;;15,671;15,671;;15,671
EOL SAO FERNANDO 10;037074-6;;RN;16,8;ENVOLTÓRIA;;15,671;15,671;;15,671
EOL SAO FERNANDO 2;037075-4;;RN;72,5;ENVOLTÓRIA;;15,671;15,671;;15,671
EOL SAO FERNANDO 3;037076-2;;RN;24,0;ENVOLTÓRIA;;15,671;15,671;;15,671
EOL SAO FERNANDO 4;037077-0;;RN;83,0;ENVOLTÓRIA;;15,671;15,671;;15,671
EOL SAO JANUARIO;030921-4;;CE;20,4;ENVOLTÓRIA;;16,948;16,948;;16,948
EOL SAO JOAO;030804-8;;RN;27,0;ENVOLTÓRIA;;15,789;15,789;;15,789
EOL SAO JORGE;030911-7;;CE;24,2;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL SAO JUDAS;030725-4;;BA;29,1;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL SAO MIGUEL I;033644-0;;RN;20,5;ENVOLTÓRIA;;15,789;15,789;;15,789
EOL SAO MIGUEL II;033645-9;;RN;20,5;ENVOLTÓRIA;;15,789;15,789;;15,789
EOL SAO MIGUEL III;033647-5;;RN;20,5;ENVOLTÓRIA;;15,789;15,789;;15,789
EOL SAO PEDRO DO LAGO;030456-5;;BA;30,0;ENVOLTÓRIA;;13,879;13,879;;13,879
EOL SAO RAIMUNDO;035219-5;;CE;22,9;ENVOLTÓRIA;;15,897;15,897;;15,897
EOL SAO SALVADOR;031120-0;;BA;18,4;ENVOLTÓRIA;;11,019;11,019;;11,019
EOL SEABRA;030306-2;;BA;30,0;ENVOLTÓRIA;;12,093;12,093;;12,093
EOL SERAIMA;030546-4;;BA;30,0;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL SERRA DA BABILONIA A;037083-5;;BA;20,0;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL SERRA DA BABILONIA B;040608-2;;BA;30,0;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL SERRA DA BABILONIA C;040609-0;;BA;25,0;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL SERRA DA BABILONIA D;040610-4;;BA;30,0;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL SERRA DA BABILONIA E;040611-2;;BA;25,0;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL SERRA DA BABILONIA F;040612-0;;BA;20,0;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL SERRA DA BABILONIA II;032462-0;;BA;28,2;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL SERRA DA BABILONIA IX;032465-5;;BA;28,2;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL SERRA DA BABILONIA VI;032466-3;;BA;25,9;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL SERRA DA BABILONIA VII;032467-1;;BA;28,2;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL SERRA DA BABILONIA VIII;032468-0;;BA;28,2;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL SERRA DA BABILONIA X;032469-8;;BA;28,2;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL SERRA DA BABILONIA XI;032470-1;;BA;28,2;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL SERRA DA BABILONIA XII;032471-0;;BA;28,2;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL SERRA DA BORBOREMA I;044988-1;;PB;42,1;ENVOLTÓRIA;;14,526;14,526;;14,526
EOL SERRA DA BORBOREMA II;044989-0;;PB;48,1;ENVOLTÓRIA;;14,526;14,526;;14,526
EOL SERRA DA BORBOREMA III;044990-3;;PB;36,0;ENVOLTÓRIA;;14,526;14,526;;14,526
EOL SERRA DA BORBOREMA IV;044991-1;;PB;41,9;ENVOLTÓRIA;;14,526;14,526;;14,526
EOL SERRA DA BORBOREMA V;044992-0;;PB;35,9;ENVOLTÓRIA;;14,526;14,526;;14,526
EOL SERRA DA MANGABEIRA;044878-8;;BA;79,0;ENVOLTÓRIA;;12,518;12,518;;12,518
EOL SERRA DA PALMEIRA I;049818-1;;PB;36,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA II;049819-0;;PB;30,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA III;049820-3;;PB;24,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA IV;049821-1;;PB;30,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA IX;049826-2;;PB;24,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA V;049822-0;;PB;36,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA VI;049823-8;;PB;24,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA VII;049824-6;;PB;30,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA VIII;049825-4;;PB;24,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA X;049827-0;;PB;30,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA XI;049828-9;;PB;24,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA XII;049829-7;;PB;24,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA XIII;049830-0;;PB;42,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA XIV;049831-9;;PB;24,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA XIX;049836-0;;PB;30,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA XV;049832-7;;PB;36,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA XVI;049833-5;;PB;24,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA XVII;049834-3;;PB;30,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA XVIII;049835-1;;PB;18,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA XX;049837-8;;PB;24,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA XXI;049838-6;;PB;24,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA XXII;049839-4;;PB;24,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DA PALMEIRA XXIII;049840-8;;PB;36,0;ENVOLTÓRIA;;14,697;14,697;;14,697
EOL SERRA DAS ALMAS I;034778-7;;MG;45,6;ENVOLTÓRIA;;10,602;10,602;;10,602
EOL SERRA DAS ALMAS II;034779-5;;MG;45,6;ENVOLTÓRIA;;10,602;10,602;;10,602
EOL SERRA DAS ALMAS III;034780-9;;MG;45,6;ENVOLTÓRIA;;10,602;10,602;;10,602
EOL SERRA DAS ALMAS IV;037084-3;;MG;39,9;ENVOLTÓRIA;;10,602;10,602;;10,602
EOL SERRA DAS ALMAS V;037086-0;;MG;39,9;ENVOLTÓRIA;;10,602;10,602;;10,602
EOL SERRA DAS ALMAS VI;034781-7;;MG;45,6;ENVOLTÓRIA;;10,602;10,602;;10,602
EOL SERRA DAS VACAS B;049354-6;;PE;40,5;ENVOLTÓRIA;;13,902;13,902;;13,902
EOL SERRA DAS VACAS I;031537-0;;PE;23,4;ENVOLTÓRIA;;13,902;13,902;;13,902
EOL SERRA DAS VACAS II;031540-0;;PE;21,8;ENVOLTÓRIA;;13,902;13,902;;13,902
EOL SERRA DAS VACAS III;031560-5;;PE;21,7;ENVOLTÓRIA;;13,902;13,902;;13,902
EOL SERRA DAS VACAS IV;031574-5;;PE;21,8;ENVOLTÓRIA;;13,902;13,902;;13,902
EOL SERRA DAS VACAS V;032360-8;;PE;25,3;ENVOLTÓRIA;;13,902;13,902;;13,902
EOL SERRA DAS VACAS VII;032361-6;;PE;25,3;ENVOLTÓRIA;;13,902;13,902;;13,902
EOL SERRA DE SANTANA I;030625-8;;RN;19,9;ENVOLTÓRIA;;15,834;15,834;;15,834
EOL SERRA DE SANTANA II;030609-6;;RN;29,1;ENVOLTÓRIA;;15,834;15,834;;15,834
EOL SERRA DE SANTANA III;030615-0;;RN;29,8;ENVOLTÓRIA;;15,834;15,834;;15,834
EOL SERRA DO ASSURUA I;049371-6;;BA;48,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA II;049372-4;;BA;24,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA III;049373-2;;BA;42,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA IV;049374-0;;BA;36,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA IX;049379-1;;BA;42,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA V;049375-9;;BA;36,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA VI;049376-7;;BA;36,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA VII;049377-5;;BA;30,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA VIII;049378-3;;BA;24,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA X;049380-5;;BA;42,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA XI;049381-3;;BA;42,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA XII;049382-1;;BA;30,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA XIII;049383-0;;BA;36,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA XIV;049387-2;;BA;30,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA XIX;049392-9;;BA;42,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA XV;049388-0;;BA;36,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA XVI;049389-9;;BA;42,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA XVII;049390-2;;BA;42,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA XVIII;049391-0;;BA;42,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA XX;049393-7;;BA;42,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA XXI;049394-5;;BA;42,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA XXII;049395-3;;BA;30,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA XXIII;049396-1;;BA;36,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ASSURUA XXIV;049397-0;;BA;30,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL SERRA DO ESPINHACO;030802-1;;BA;18,5;ENVOLTÓRIA;;11,111;11,111;;11,111
EOL SERRA DO FOGO;035222-5;;BA;30,7;ENVOLTÓRIA;;13,564;13,564;;13,564
EOL SERRA DO MATO I;032375-6;;CE;20,3;ENVOLTÓRIA;;14,712;14,712;;14,712
EOL SERRA DO MATO II;032376-4;;CE;20,3;ENVOLTÓRIA;;14,712;14,712;;14,712
EOL SERRA DO MATO III;032377-2;;CE;20,3;ENVOLTÓRIA;;14,712;14,712;;14,712
EOL SERRA DO MATO IV;032378-0;;CE;20,3;ENVOLTÓRIA;;14,712;14,712;;14,712
EOL SERRA DO MATO V;032453-1;;CE;20,3;ENVOLTÓRIA;;14,712;14,712;;14,712
EOL SERRA DO MATO VI;032379-9;;CE;16,2;ENVOLTÓRIA;;14,712;14,712;;14,712
EOL SERRA DO SALTO;030314-3;;BA;20,2;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL SERRA DO SERIDO F1;035225-0;;PB;242,0;ENVOLTÓRIA;;14,924;14,924;;14,924
EOL SERRA DO SERIDO F2;035225-0;;PB;237,8;ENVOLTÓRIA;;14,924;14,924;;14,924
EOL SERRA DO VENTO;035229-2;;BA;30,7;ENVOLTÓRIA;;13,564;13,564;;13,564
EOL SERRA VERDE I;032539-2;;RN;29,9;ENVOLTÓRIA;;15,867;15,867;;15,867
EOL SERRA VERDE II;032540-6;;RN;23,0;ENVOLTÓRIA;;15,867;15,867;;15,867
EOL SERRA VERDE III;032541-4;;RN;23,0;ENVOLTÓRIA;;15,867;15,867;;15,867
EOL SERRA VERDE IV;032542-2;;RN;25,3;ENVOLTÓRIA;;15,867;15,867;;15,867
EOL SERRA VERDE V;032543-0;;RN;16,1;ENVOLTÓRIA;;15,867;15,867;;15,867
EOL SERROTE I;040878-6;;CE;24,3;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL SERROTE II;040879-4;;CE;24,3;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL SERROTE III;040880-8;;CE;20,3;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL SERROTE IV;040881-6;;CE;16,2;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL SERROTE V;040882-4;;CE;28,4;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL SERROTE VI;040883-2;;CE;28,4;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL SERROTE VII;040884-0;;CE;28,4;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL SERROTE VIII;040885-9;;CE;28,4;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL SETE GAMELEIRAS;030455-7;;BA;29,3;ENVOLTÓRIA;;13,879;13,879;;13,879
EOL SM;030864-1;;BA;28,5;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL TABOQUINHA;031406-4;;BA;21,1;ENVOLTÓRIA;;11,019;11,019;;11,019
EOL TABUA;031403-0;;BA;14,6;ENVOLTÓRIA;;11,111;11,111;;11,111
EOL TACAICO;030789-0;;PE;18,2;ENVOLTÓRIA;;15,056;15,056;;15,056
EOL TACAICO II;044554-1;;PE;49,0;ENVOLTÓRIA;;15,043;15,043;;15,043
EOL TAIBA AGUIA;028857-8;;CE;22,6;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL TAIBA ANDORINHA;030373-9;;CE;14,3;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL TAMANDUA MIRIM;030753-0;;BA;29,3;ENVOLTÓRIA;;11,111;11,111;;11,111
EOL TAMANDUA MIRIM 2;031606-7;;BA;15,6;ENVOLTÓRIA;;11,111;11,111;;11,111
EOL TANQUE;030544-8;;BA;30,0;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL TEIU;030731-9;;BA;16,5;ENVOLTÓRIA;;11,111;11,111;;11,111
EOL TEIU 2;031431-5;;BA;7,8;ENVOLTÓRIA;;11,111;11,111;;11,111
EOL TEIU 3;037093-2;;BA;23,0;ENVOLTÓRIA;;11,111;11,111;;11,111
EOL TERRA SANTA I;032495-7;;RN;59,9;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL TERRA SANTA II;032501-5;;RN;31,5;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL TERRAL;030898-6;;RN;30,0;ENVOLTÓRIA;;15,801;15,801;;15,801
EOL TODA ENERGIA DO BRASIL;046742-1;;RN;27,7;ENVOLTÓRIA;;15,867;15,867;;15,867
EOL TRAIRI;030662-2;;CE;24,7;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL TUCANO II;032567-8;;BA;24,2;ENVOLTÓRIA;;12,259;12,259;;12,259
EOL TUCANO III;032568-6;;BA;42,3;ENVOLTÓRIA;;12,259;12,259;;12,259
EOL TUCANO IV;032569-4;;BA;42,3;ENVOLTÓRIA;;12,259;12,259;;12,259
EOL TUCANO IX;032583-0;;BA;45,6;ENVOLTÓRIA;;12,259;12,259;;12,259
EOL TUCANO V;032570-8;;BA;22,8;ENVOLTÓRIA;;12,259;12,259;;12,259
EOL TUCANO VI;032578-3;;BA;48,4;ENVOLTÓRIA;;12,259;12,259;;12,259
EOL TUCANO VII;032579-1;;BA;54,4;ENVOLTÓRIA;;12,259;12,259;;12,259
EOL TUCANO VIII;032580-5;;BA;48,4;ENVOLTÓRIA;;12,259;12,259;;12,259
EOL TUCANO X;032584-8;;BA;42,3;ENVOLTÓRIA;;12,259;12,259;;12,259
EOL TUCANO XI;036988-8;;BA;34,2;ENVOLTÓRIA;;12,259;12,259;;12,259
EOL TUCANO XIII;036994-2;;BA;39,9;ENVOLTÓRIA;;12,259;12,259;;12,259
EOL TUCANO XVI;036989-6;;BA;12,1;ENVOLTÓRIA;;12,259;12,259;;12,259
EOL TUCANO XVII;040696-1;;BA;17,1;ENVOLTÓRIA;;12,259;12,259;;12,259
EOL U.VENTOS 1(POTIGUAR);030562-6;;RN;21,7;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL U.VENTOS 10(P.NORDESTE);030571-5;;RN;14,1;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL U.VENTOS 2(T.DE PEDRAS);030563-4;;RN;21,8;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL U.VENTOS 3(P.V.LESTE);030564-2;;RN;21,6;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL U.VENTOS 4(T.S.MIGUEL);030565-0;;RN;10,8;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL U.VENTOS 5(M.DOS VENTOS);030566-9;;RN;23,0;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL U.VENTOS 6(C.DA ILHA);030567-7;;RN;12,3;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL U.VENTOS 7(C.POTIGUAR);030568-5;;RN;14,0;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL U.VENTOS 8(E.DOS VENTOS);030569-3;;RN;14,2;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL U.VENTOS 9(I.DOS VENTOS);030570-7;;RN;11,0;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL UBATUBA;030918-4;;CE;12,1;ENVOLTÓRIA;;15,542;15,542;;15,542
EOL UMBURANA DE CHEIRO;035233-0;;BA;30,7;ENVOLTÓRIA;;13,564;13,564;;13,564
EOL UMBURANAS 1;031738-1;;BA;24,5;ENVOLTÓRIA;;12,788;12,788;;12,788
EOL UMBURANAS 10;031742-0;;BA;19,6;ENVOLTÓRIA;;12,788;12,788;;12,788
EOL UMBURANAS 11;031744-6;;BA;14,7;ENVOLTÓRIA;;12,788;12,788;;12,788
EOL UMBURANAS 13;031752-7;;BA;19,6;ENVOLTÓRIA;;12,788;12,788;;12,788
EOL UMBURANAS 15;031754-3;;BA;19,6;ENVOLTÓRIA;;12,788;12,788;;12,788
EOL UMBURANAS 16;031755-1;;BA;24,5;ENVOLTÓRIA;;12,788;12,788;;12,788
EOL UMBURANAS 17;033634-3;;BA;22,1;ENVOLTÓRIA;;12,788;12,788;;12,788
EOL UMBURANAS 18;031756-0;;BA;7,4;ENVOLTÓRIA;;12,788;12,788;;12,788
EOL UMBURANAS 19;033635-1;;BA;24,5;ENVOLTÓRIA;;12,788;12,788;;12,788
EOL UMBURANAS 2;031740-3;;BA;24,5;ENVOLTÓRIA;;12,788;12,788;;12,788
EOL UMBURANAS 21;033636-0;;BA;22,1;ENVOLTÓRIA;;12,788;12,788;;12,788
EOL UMBURANAS 23;033637-8;;BA;14,7;ENVOLTÓRIA;;12,788;12,788;;12,788
EOL UMBURANAS 25;033639-4;;BA;17,2;ENVOLTÓRIA;;12,788;12,788;;12,788
EOL UMBURANAS 3;031741-1;;BA;19,6;ENVOLTÓRIA;;12,788;12,788;;12,788
EOL UMBURANAS 5;031737-3;;BA;17,2;ENVOLTÓRIA;;12,788;12,788;;12,788
EOL UMBURANAS 6;031796-9;;BA;19,6;ENVOLTÓRIA;;12,788;12,788;;12,788
EOL UMBURANAS 8;031832-9;;BA;24,5;ENVOLTÓRIA;;12,788;12,788;;12,788
EOL UMBURANAS 9;031743-8;;BA;17,2;ENVOLTÓRIA;;12,788;12,788;;12,788
EOL UMBUZEIRO;032111-7;;BA;18,4;ENVOLTÓRIA;;10,890;10,890;;10,890
EOL UMBUZEIROS;031826-4;;RN;30,0;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL UNIAO DOS VENTOS 12;031645-8;;RN;24,6;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL UNIAO DOS VENTOS 13;031697-0;;RN;18,5;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL UNIAO DOS VENTOS 14;031643-1;;RN;20,5;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL UNIAO DOS VENTOS 15;031642-3;;RN;30,0;ENVOLTÓRIA;;15,885;15,885;;15,885
EOL UNIAO DOS VENTOS 16;031652-0;;RN;28,6;ENVOLTÓRIA;;15,885;15,885;;15,885
EOL V. DE SANTA FATIMA;031273-8;;PI;28,7;ENVOLTÓRIA;;14,263;14,263;;14,263
EOL V. DE SANTA REGINA;031276-2;;PI;28,7;ENVOLTÓRIA;;14,263;14,263;;14,263
EOL V. DE SANTO ADRIANO(COLIBRI);031271-1;;PI;28,7;ENVOLTÓRIA;;14,263;14,263;;14,263
EOL V. DE SANTO ALBANO;031272-0;;PI;28,7;ENVOLTÓRIA;;14,263;14,263;;14,263
EOL V. DE SANTO DIMAS;031372-6;;RN;28,8;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL V. DE SAO BENEDITO;031373-4;;RN;28,8;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL V. VILA MATO GROSSO I;036984-5;;RN;58,9;ENVOLTÓRIA;;15,757;15,757;;15,757
