USINA;CEG;CÓD. ONS;UF;MUST;CLASSIFICAÇÃO;CICLO TC N-1;CICLO TB N;TC N;TUST Estab.;TUST RB
UFV SOL DO SERTAO XXXVI;032067-6;;BA;40,0;ENVOLTÓRIA;;11,881;11,881;;11,881
UFV SOL MAIOR 1;;;TO;5,0;ENVOLTÓRIA;;11,952;11,952;;11,952
UFV SOL MAIOR 3;;;TO;10,0;ENVOLTÓRIA;;11,952;11,952;;11,952
UFV SOL MAIOR 4;;;TO;15,0;ENVOLTÓRIA;;11,952;11,952;;11,952
UFV SOL MAIOR GD;;;TO;5,0;ENVOLTÓRIA;;11,952;11,952;;11,952
UFV SOLAR IRAPURU I;046577-1;;MG;48,1;ENVOLTÓRIA;;10,450;10,450;;10,450
UFV SOLAR IRAPURU II;046578-0;;MG;48,1;ENVOLTÓRIA;;10,450;10,450;;10,450
UFV SOLAR IRAPURU III;046579-8;;MG;48,1;ENVOLTÓRIA;;10,450;10,450;;10,450
UFV SOLAR IRAPURU IV;049053-9;;MG;48,1;ENVOLTÓRIA;;10,450;10,450;;10,450
UFV SOLAR IRAPURU V;049054-7;;MG;48,1;ENVOLTÓRIA;;10,450;10,450;;10,450
UFV SOLAR IRAPURU VI;049055-5;;MG;48,1;ENVOLTÓRIA;;10,450;10,450;;10,450
UFV SOLAR IRAPURU VII;049056-3;;MG;48,1;ENVOLTÓRIA;;10,450;10,450;;10,450
UFV SOLAR NEWEN BAHIA X A;050189-1;;BA;44,7;ENVOLTÓRIA;;11,801;11,801;;11,801
UFV SOLAR NEWEN BAHIA X B;050190-5;;BA;44,7;ENVOLTÓRIA;;11,801;11,801;;11,801
UFV SOLAR NEWEN BAHIA X C;050191-3;;BA;37,8;ENVOLTÓRIA;;11,801;11,801;;11,801
UFV SOLAR NEWEN BAHIA XI A;050192-1;;BA;44,7;ENVOLTÓRIA;;11,801;11,801;;11,801
UFV SOLAR NEWEN BAHIA XI B;050193-0;;BA;44,7;ENVOLTÓRIA;;11,801;11,801;;11,801
UFV SOLAR NEWEN BAHIA XI C;050194-8;;BA;44,7;ENVOLTÓRIA;;11,801;11,801;;11,801
UFV SOLAR NEWEN BAHIA XII A;050195-6;;BA;44,7;ENVOLTÓRIA;;11,801;11,801;;11,801
UFV SOLAR NEWEN BAHIA XII B;050196-4;;BA;44,7;ENVOLTÓRIA;;11,801;11,801;;11,801
UFV SOLATIO VARZEA 3;;;MG;45,0;ENVOLTÓRIA;;10,122;10,122;;10,122
UFV SOLATIO VARZEA 4;;;MG;45,0;ENVOLTÓRIA;;10,122;10,122;;10,122
UFV TABOLEIRO DO MEIO II;034398-6;;PB;20,0;ENVOLTÓRIA;;14,376;14,376;;14,376
UFV TABOLEIRO DO MEIO III;034399-4;;PB;18,0;ENVOLTÓRIA;;14,376;14,376;;14,376
UFV TABOLEIRO DO MEIO IV;034400-1;;PB;18,0;ENVOLTÓRIA;;14,376;14,376;;14,376
UFV TABOLEIRO DO MEIO V;035683-2;;PB;30,0;ENVOLTÓRIA;;14,376;14,376;;14,376
UFV TABOLEIRO DO MEIO VI;047062-7;;PB;21,8;ENVOLTÓRIA;;14,376;14,376;;14,376
UFV TABOLEIRO DO MEIO VII;047063-5;;PB;26,8;ENVOLTÓRIA;;14,376;14,376;;14,376
UFV TABOLEIRO DO MEIO VIII;047064-3;;PB;36,8;ENVOLTÓRIA;;14,376;14,376;;14,376
UFV TERRA DO SOL VII;032053-6;;BA;53,3;ENVOLTÓRIA;;11,881;11,881;;11,881
UFV TERRA SOL XI;032059-5;;BA;46,7;ENVOLTÓRIA;;11,881;11,881;;11,881
UFV TURVANIA I;054841-3;;GO;49,8;ENVOLTÓRIA;;8,447;8,447;;8,447
UFV TURVANIA II;054842-1;;GO;49,8;ENVOLTÓRIA;;8,447;8,447;;8,447
UFV TURVANIA III;054843-0;;GO;49,8;ENVOLTÓRIA;;8,447;8,447;;8,447
UFV TURVANIA IV;054844-8;;GO;49,8;ENVOLTÓRIA;;8,447;8,447;;8,447
UFV TURVANIA V;054845-6;;GO;49,8;ENVOLTÓRIA;;8,447;8,447;;8,447
UFV TURVANIA VI;054846-4;;GO;31,0;ENVOLTÓRIA;;8,447;8,447;;8,447
UFV VARZEA DA PALMA I;047228-0;;MG;46,9;ENVOLTÓRIA;;11,435;11,435;;11,435
UFV VARZEA DA PALMA II;047229-8;;MG;46,9;ENVOLTÓRIA;;11,435;11,435;;11,435
UFV VARZEA DA PALMA III;047230-1;;MG;46,9;ENVOLTÓRIA;;11,435;11,435;;11,435
UFV VELHO CHICO 1;047397-9;;MG;50,0;ENVOLTÓRIA;;9,940;9,940;;9,940
UFV VELHO CHICO 10;047406-1;;MG;50,0;ENVOLTÓRIA;;9,940;9,940;;9,940
UFV VELHO CHICO 11;047407-0;;MG;50,0;ENVOLTÓRIA;;9,940;9,940;;9,940
UFV VELHO CHICO 2;047398-7;;MG;50,0;ENVOLTÓRIA;;9,940;9,940;;9,940
UFV VELHO CHICO 3;047399-5;;MG;50,0;ENVOLTÓRIA;;9,940;9,940;;9,940
UFV VELHO CHICO 4;047400-2;;MG;50,0;ENVOLTÓRIA;;9,940;9,940;;9,940
UFV VELHO CHICO 5;047401-0;;MG;50,0;ENVOLTÓRIA;;9,940;9,940;;9,940
UFV VELHO CHICO 6;047402-9;;MG;50,0;ENVOLTÓRIA;;9,940;9,940;;9,940
UFV VELHO CHICO 7;047403-7;;MG;50,0;ENVOLTÓRIA;;9,940;9,940;;9,940
UFV VELHO CHICO 8;047404-5;;MG;50,0;ENVOLTÓRIA;;9,940;9,940;;9,940
UFV VELHO CHICO 9;047405-3;;MG;50,0;ENVOLTÓRIA;;9,940;9,940;;9,940
UFV VISTA ALEGRE I;046553-4;;MG;41,2;ENVOLTÓRIA;;10,978;10,978;;10,978
UFV VISTA ALEGRE II;046554-2;;MG;41,2;ENVOLTÓRIA;;10,978;10,978;;10,978
UFV VISTA ALEGRE III;046555-0;;MG;41,2;ENVOLTÓRIA;;10,978;10,978;;10,978
UFV VISTA ALEGRE IV;046556-9;;MG;41,2;ENVOLTÓRIA;;10,978;10,978;;10,978
UFV VISTA ALEGRE IX;046561-5;;MG;41,2;ENVOLTÓRIA;;10,978;10,978;;10,978
UFV VISTA ALEGRE V;046557-7;;MG;41,2;ENVOLTÓRIA;;10,978;10,978;;10,978
UFV VISTA ALEGRE VI;046558-5;;MG;41,2;ENVOLTÓRIA;;10,978;10,978;;10,978
UFV VISTA ALEGRE VII;046559-3;;MG;41,2;ENVOLTÓRIA;;10,978;10,978;;10,978
UFV VISTA ALEGRE VIII;046560-7;;MG;41,2;ENVOLTÓRIA;;10,978;10,978;;10,978
UFV VISTA ALEGRE X;046562-3;;MG;41,2;ENVOLTÓRIA;;10,978;10,978;;10,978
UFV VISTA ALEGRE XI;049655-3;;MG;41,2;ENVOLTÓRIA;;10,978;10,978;;10,978
UFV VISTA ALEGRE XII;049656-1;;MG;41,2;ENVOLTÓRIA;;10,978;10,978;;10,978
UFV VISTA ALEGRE XIII;049657-0;;MG;41,2;ENVOLTÓRIA;;10,978;10,978;;10,978
UFV VISTA ALEGRE XIV;049658-8;;MG;41,2;ENVOLTÓRIA;;10,978;10,978;;10,978
UFV VISTA ALEGRE XV;049659-6;;MG;41,2;ENVOLTÓRIA;;10,978;10,978;;10,978
UFV WALFRIDO AVILA 1;047446-0;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 10;047455-0;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 11;047456-8;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 12;047457-6;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 13;047458-4;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 14;047459-2;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 15;047460-6;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 16;047461-4;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 17;047462-2;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 18;047463-0;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 19;047464-9;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 2;047447-9;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 20;047465-7;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 21;047466-5;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 22;047467-3;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 23;047468-1;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 24;047469-0;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 25;047470-3;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 26;047471-1;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 27;047472-0;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 28;047473-8;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 29;047474-6;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 3;047448-7;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 30;047475-4;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 31;047476-2;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 32;047477-0;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 33;047478-9;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 34;047479-7;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 35;047480-0;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 36;047481-9;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 37;047482-7;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 38;047483-5;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 39;047484-3;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 4;047449-5;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 40;047485-1;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 5;047450-9;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 6;047451-7;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 7;047452-5;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 8;047453-3;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV WALFRIDO AVILA 9;047454-1;;MG;50,0;ENVOLTÓRIA;;10,139;10,139;;10,139
UFV XAXADO 1;034405-2;;CE;31,9;ENVOLTÓRIA;;15,393;15,393;;15,393
UFV XAXADO 2;034406-0;;CE;31,9;ENVOLTÓRIA;;15,393;15,393;;15,393
UFV XAXADO 3;034407-9;;CE;31,9;ENVOLTÓRIA;;15,393;15,393;;15,393
UFV ZIMBA ENVOLVERE I;047339-1;;RN;48,1;ENVOLTÓRIA;;15,867;15,867;;15,867
UFV ZIMBA ENVOLVERE II;047340-5;;RN;48,1;ENVOLTÓRIA;;15,867;15,867;;15,867
UFV ZIMBA ENVOLVERE III;047341-3;;RN;48,1;ENVOLTÓRIA;;15,867;15,867;;15,867
UHE 14 DE JULHO (CERAN);000012-4;;RS;98,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE AGUA VERMELHA;000041-8;;SP;1387,6;ENVOLTÓRIA;;7,147;7,147;;7,147
UHE AIMORES;000042-6;;MG;326,7;ENVOLTÓRIA;;8,787;8,787;;8,787
UHE APOLONIO SALES (MOXOTO);001510-5;;AL;398,6;ENVOLTÓRIA;;14,774;14,774;;14,774
UHE B.DOS COQUEIROS (GERDAU);028757-1;;GO;89,5;ENVOLTÓRIA;;9,070;9,070;;9,070
UHE BAGUARI;029453-5;;MG;137,9;ENVOLTÓRIA;;8,839;8,839;;8,839
UHE BAIXO IGUACU;030923-0;;PR;349,6;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE BALBINA;000190-2;;AM;245,0;ENVOLTÓRIA;;10,031;10,031;;10,031
UHE BARRA GRANDE;027556-5;;SC;687,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE BELO MONTE;030354-2;;PA;10932,0;ENVOLTÓRIA;;12,653;12,653;;12,653
UHE BEM QUERER;035038-9;;RR;59,1;ENVOLTÓRIA;;10,023;10,023;;10,023
UHE BOA ESPERANCA;000267-4;;PI;236,6;ENVOLTÓRIA;;12,805;12,805;;12,805
UHE CACHOEIRA CALDEIRAO;031186-3;;AP;216,9;ENVOLTÓRIA;;12,024;12,024;;12,024
UHE CACHOEIRA DOURADA - RB;000528-2;;GO;513,8;ENVOLTÓRIA;;8,591;8,591;;8,591
UHE CACU (GERDAU);028756-3;;GO;64,6;ENVOLTÓRIA;;9,070;9,070;;9,070
UHE CAMPOS NOVOS;027401-1;;SC;874,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE CANA BRAVA;000630-0;;GO;438,5;ENVOLTÓRIA;;10,919;10,919;;10,919
UHE CAPIVARA;000657-2;;SP;639,9;ENVOLTÓRIA;;5,776;5,776;;5,776
UHE CASTRO ALVES (CERAN);000718-8;;RS;128,5;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE CHAVANTES;000764-1;;SP;411,6;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE COLIDER;030422-0;;MT;297,0;ENVOLTÓRIA;;8,659;8,659;;8,659
UHE COMISSARIO;047494-0;;PR;140,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE CORUMBA I;000866-4;;GO;373,0;ENVOLTÓRIA;;8,452;8,452;;8,452
UHE DARDANELOS;029597-3;;MT;250,6;ENVOLTÓRIA;;6,587;6,587;;6,587
UHE DONA FRANCISCA;027012-1;;RS;125,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE EMBORCACAO;027115-2;;MG;1184,9;ENVOLTÓRIA;;8,456;8,456;;8,456
UHE ESTREITO;028863-2;;MA;1068,1;ENVOLTÓRIA;;12,525;12,525;;12,525
UHE ESTREITO(L.C.BARRETO);000917-2;;MG;1044,0;ENVOLTÓRIA;;7,632;7,632;;7,632
UHE FERREIRA GOMES;030385-2;;AP;244,4;ENVOLTÓRIA;;12,024;12,024;;12,024
UHE FOZ DO CHAPECO;028354-1;;SC;850,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE FOZ DO PIQUIRI;047495-9;;PR;93,2;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE FOZ DO RIO CLARO;029455-1;;GO;67,6;ENVOLTÓRIA;;8,860;8,860;;8,860
UHE FURNAS;001007-3;;MG;1210,0;ENVOLTÓRIA;;7,310;7,310;;7,310
UHE GARIBALDI;030415-8;;SC;189,8;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE GOV JAYME CANET JR;029598-1;;PR;361,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE GOV. BENTO MUNHOZ(AREIA);000984-9;;PR;1662,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE GOV. PARIGOT SOUZA;001042-1;;PR;260,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE GUILMAN AMORIM;001079-0;;MG;139,2;ENVOLTÓRIA;;8,333;8,333;;8,333
UHE HENRY BORDEN - RB;001084-7;;SP;51,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE ILHA SOLTEIRA;001120-7;;SP;3429,0;ENVOLTÓRIA;;6,872;6,872;;6,872
UHE IRAPE;001146-0;;MG;397,0;ENVOLTÓRIA;;11,033;11,033;;11,033
UHE ITA;001152-5;;SC;1441,6;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE ITAIPU;001161-4;;PR;10935,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE ITAPARICA (SL GONZAGA);001174-6;;PE;1477,6;ENVOLTÓRIA;;13,786;13,786;;13,786
UHE ITAPEBI;001175-4;;BA;447,8;ENVOLTÓRIA;;9,384;9,384;;9,384
UHE ITAUBA;027019-9;;RS;496,4;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE ITIQUIRA(I,II);027244-2;;MT;152,3;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE ITUMBIARA;001194-0;;MG;2079,0;ENVOLTÓRIA;;8,189;8,189;;8,189
UHE JAGUARA;001225-4;;MG;420,4;ENVOLTÓRIA;;7,763;7,763;;7,763
UHE JIRAU;029736-4;;RO;3674,6;ENVOLTÓRIA;;13,772;13,772;;13,772
UHE JUPIA - RB;001282-3;;SP;1319,3;ENVOLTÓRIA;;6,556;6,556;;6,556
UHE JURUMIRIM (A.A.LAYDNER);001285-8;;SP;99,6;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE LAJEADO;001304-8;;TO;895,8;ENVOLTÓRIA;;12,267;12,267;;12,267
UHE MACHADINHO;001356-0;;SC;1134,6;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE MANSO;001401-0;;MT;203,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE MARANHAO BAIXO;046477-5;;GO;125,0;ENVOLTÓRIA;;13,008;13,008;;13,008
UHE MARIMBONDO;001417-6;;MG;1435,0;ENVOLTÓRIA;;6,969;6,969;;6,969
UHE MASCARENHAS DE MORAES (PEIX.;002038-9;;MG;298,0;ENVOLTÓRIA;;7,292;7,292;;7,292
UHE MONTE CLARO (CERAN);027968-4;;RS;128,5;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE NOVA PONTE;001574-1;;MG;505,4;ENVOLTÓRIA;;8,122;8,122;;8,122
UHE PASSO FUNDO;002001-0;;RS;225,1;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE PASSO REAL;002003-6;;RS;158,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE PAULO AFONSO I;002012-5;;BA;179,8;ENVOLTÓRIA;;14,614;14,614;;14,614
UHE PAULO AFONSO II;027048-2;;BA;442,5;ENVOLTÓRIA;;14,506;14,506;;14,506
UHE PAULO AFONSO III;027049-0;;BA;792,8;ENVOLTÓRIA;;14,560;14,560;;14,560
UHE PAULO AFONSO IV;027050-4;;BA;2458,8;ENVOLTÓRIA;;13,704;13,704;;13,704
UHE PEDRA DO CAVALO;028565-0;;BA;159,0;ENVOLTÓRIA;;10,045;10,045;;10,045
UHE PEIXE ANGICAL;028353-3;;TO;494,9;ENVOLTÓRIA;;11,205;11,205;;11,205
UHE PIMENTAL BELO MONTE;030354-2;;PA;226,2;ENVOLTÓRIA;;11,564;11,564;;11,564
UHE PIRAJU;002077-0;;SP;79,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE PONTE DE PEDRA;002103-2;;MT;167,3;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE PORTO ESTRELA;027196-9;;MG;111,7;ENVOLTÓRIA;;8,538;8,538;;8,538
UHE PORTO PRIMAVERA(S.MOTTA);002127-0;;SP;1529,9;ENVOLTÓRIA;;6,480;6,480;;6,480
UHE SA CARVALHO;002563-1;;MG;,1;ENVOLTÓRIA;;6,992;6,992;;6,992
UHE SALTO;028758-0;;GO;115,5;ENVOLTÓRIA;;9,070;9,070;;9,070
UHE SALTO CAXIAS (G.J.RICHA);002591-7;;PR;1240,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE SALTO DO RIO VERDINHO;028760-1;;GO;92,0;ENVOLTÓRIA;;8,860;8,860;;8,860
UHE SALTO OSORIO;002659-0;;PR;1072,1;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE SALTO SANTIAGO;002672-7;;PR;1415,2;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE SALTO SEGREDO(GOV.N.BRAGA);002715-4;;PR;1247,0;ENVOLTÓRIA;;5,566;5,566;;5,566
UHE SAMUEL;002687-5;;RO;215,7;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE SANTO ANTONIO ADICIONAL (UG;;;RO;69,5;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE SANTO ANTONIO DO JARI;026792-9;;AP;371,4;ENVOLTÓRIA;;12,592;12,592;;12,592
UHE SANTO ANTONIO(AMP);;;BA;413,4;ENVOLTÓRIA;;14,614;14,614;;14,614
UHE SANTO ANTONIO(RO);029707-0;;RO;3119,3;ENVOLTÓRIA;;13,772;13,772;;13,772
UHE SAO MANOEL;031444-7;;MT;698,3;ENVOLTÓRIA;;9,263;9,263;;9,263
UHE SAO ROQUE;030938-9;;SC;140,2;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE SAO SALVADOR;028567-6;;GO;231,9;ENVOLTÓRIA;;10,919;10,919;;10,919
UHE SAO SIMAO;002704-9;;MG;1698,4;ENVOLTÓRIA;;7,889;7,889;;7,889
UHE SERRA DA MESA;002731-6;;GO;1275,0;ENVOLTÓRIA;;10,432;10,432;;10,432
UHE SINOP;031428-5;;MT;395,7;ENVOLTÓRIA;;8,695;8,695;;8,695
UHE SOBRADINHO;002755-3;;BA;1048,9;ENVOLTÓRIA;;13,538;13,538;;13,538
UHE STA BRANCA;035290-0;;PR;31,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UHE TAQUARUCU;002821-5;;SP;521,6;ENVOLTÓRIA;;6,045;6,045;;6,045
UHE TELES PIRES;030557-0;;MT;1807,0;ENVOLTÓRIA;;9,238;9,238;;9,238
UHE TRES IRMAOS;002873-8;;SP;803,3;ENVOLTÓRIA;;6,842;6,842;;6,842
UHE TRES MARIAS;027113-6;;MG;386,7;ENVOLTÓRIA;;11,435;11,435;;11,435
UHE TUCURUI;002889-4;;PA;8358,0;ENVOLTÓRIA;;12,666;12,666;;12,666
UHE VOLTA GRANDE;003045-7;;MG;380,0;ENVOLTÓRIA;;7,987;7,987;;7,987
UHE XINGO;027053-9;;SE;3155,9;ENVOLTÓRIA;;13,337;13,337;;13,337
UTE AGUA EMENDADA;030039-0;;GO;45,0;ENVOLTÓRIA;;7,288;7,288;;7,288
UTE ALTO TAQUARI(BRENCO);030038-1;;MT;45,0;ENVOLTÓRIA;;7,288;7,288;;7,288
UTE AMANDINA;030115-9;;MS;50,0;ENVOLTÓRIA;;6,112;6,112;;6,112
UTE AMANDINA II;038375-9;;PI;42,0;ENVOLTÓRIA;;13,554;13,554;;13,554
UTE ARAUCARIA;027733-9;;PR;475,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UTE ASJA PERNAMBUCO SERVICOS AMB;;;PE;25,7;ENVOLTÓRIA;;13,071;13,071;;13,071
UTE ASOLO 2;054823-5;;GO;35,0;ENVOLTÓRIA;;6,649;6,649;;6,649
UTE BAIXADA 2;;;RJ;186,0;ENVOLTÓRIA;;7,440;7,440;;7,440
UTE BAIXADA FLUMINENSE;030769-6;;RJ;515,0;ENVOLTÓRIA;;7,440;7,440;;7,440
UTE BAZAN;027835-1;;SP;40,3;ENVOLTÓRIA;;6,627;6,627;;6,627
UTE BERNECK;029993-6;;PR;13,6;ENVOLTÓRIA;;5,361;5,361;;5,361
UTE BIOENERGIA PARAGUACU;;;SP;21,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UTE BOA VISTA;029588-4;;GO;45,0;ENVOLTÓRIA;;9,187;9,187;;9,187
UTE BRACELL;043249-0;;MT;170,0;ENVOLTÓRIA;;7,087;7,087;;7,087
UTE CACU I;030025-0;;GO;72,0;ENVOLTÓRIA;;9,070;9,070;;9,070
UTE CAMACARI MURICY (ECM);029554-0;;BA;141,0;ENVOLTÓRIA;;10,380;10,380;;10,380
UTE CAMACARI POLO (AREMBEPE);029555-8;;BA;143,9;ENVOLTÓRIA;;10,380;10,380;;10,380
UTE CAMPINA GRANDE;000612-2;;PB;166,5;ENVOLTÓRIA;;14,345;14,345;;14,345
UTE CANDIOTA III (CGTEE);029767-4;;RS;325,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UTE CARAMURU ITUMBIARA;035527-5;;GO;8,0;ENVOLTÓRIA;;7,364;7,364;;7,364
UTE CELSO FURTADO(TERMOBAHIA);027263-9;;BA;179,8;ENVOLTÓRIA;;10,647;10,647;;10,647
UTE CGVE INNOVA;040886-7;;SP;13,7;ENVOLTÓRIA;;5,917;5,917;;5,917
UTE CIDADE DO LIVRO;;;SP;72,4;ENVOLTÓRIA;;5,361;5,361;;5,361
UTE CMPC;030666-5;;RS;30,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UTE COSTA RICA;030037-3;;MS;50,0;ENVOLTÓRIA;;6,839;6,839;;6,839
UTE CRISTIANO ROCHA;029499-3;;AM;80,0;ENVOLTÓRIA;;9,681;9,681;;9,681
UTE CSP;031241-0;;CE;55,0;ENVOLTÓRIA;;14,186;14,186;;14,186
UTE DO ATLANTICO (CSA);029587-6;;RJ;260,0;ENVOLTÓRIA;;7,310;7,310;;7,310
UTE ELDORADO;029193-5;;MS;70,0;ENVOLTÓRIA;;5,902;5,902;;5,902
UTE ERB CANDEIAS;030979-6;;BA;12,3;ENVOLTÓRIA;;10,647;10,647;;10,647
UTE EUCA ENERGY;048611-6;;PB;324,0;ENVOLTÓRIA;;14,924;14,924;;14,924
UTE EUZEBIO ROCHA (CUBATAO);028014-3;;SP;181,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UTE FERNANDO GASPARIAN - RB;028191-3;;SP;183,3;ENVOLTÓRIA;;5,361;5,361;;5,361
UTE FORTALEZA;028357-6;;CE;318,7;ENVOLTÓRIA;;13,469;13,469;;13,469
UTE FS SORRISO;044865-6;;RN;16,0;ENVOLTÓRIA;;15,485;15,485;;15,485
UTE GERAMAR I;029705-4;;MA;162,9;ENVOLTÓRIA;;12,276;12,276;;12,276
UTE GERAMAR II;029668-6;;MA;162,9;ENVOLTÓRIA;;12,276;12,276;;12,276
UTE GLOBAL I (CANDEIAS);029653-8;;BA;143,0;ENVOLTÓRIA;;10,647;10,647;;10,647
UTE GLOBAL II (CANDEIAS);029639-2;;BA;143,0;ENVOLTÓRIA;;10,647;10,647;;10,647
UTE GNA PORTO DO ACU III;038173-0;;RJ;90,0;ENVOLTÓRIA;;8,211;8,211;;8,211
UTE GOIANIA II (BRENTECH);029460-8;;GO;139,5;ENVOLTÓRIA;;7,237;7,237;;7,237
UTE IACO;030269-4;;MS;50,0;ENVOLTÓRIA;;6,839;6,839;;6,839
UTE INPASA-MUTUM;045074-0;;MT;22,4;ENVOLTÓRIA;;5,434;5,434;;5,434
UTE JATAI (COSAN);030043-8;;GO;65,0;ENVOLTÓRIA;;7,288;7,288;;7,288
UTE JORGE LACERDA A - RB;001260-2;;SC;105,0;ENVOLTÓRIA;;5,361;5,361;;5,361
