GENERATOR,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
EOL ATLANTICA IV,0,5.5,6.409,5.655,4.958,5.184,5.178,5.343,5.359,5.367,5.347,5.327000000000001,5.307000000000001,5.287000000000002,5.267000000000002,5.2470000000000026,5.227000000000003,5.207000000000003
EOL ATLANTICA V,0,5.5,6.409,5.655,4.958,5.184,5.178,5.343,5.359,5.367,5.347,5.327000000000001,5.307000000000001,5.287000000000002,5.267000000000002,5.2470000000000026,5.227000000000003,5.207000000000003
EOL AURA CAETITE 01,0,10.456,10.793,10.431,10.739,11.094,11.089,11.467,11.173,11.189,11.169,11.149000000000001,11.129000000000001,11.109000000000002,11.089000000000002,11.069000000000003,11.049000000000003,11.029000000000003
EOL AURA CAETITE 02,0,10.456,10.793,10.431,10.739,11.094,11.089,11.467,11.173,11.189,11.169,11.149000000000001,11.129000000000001,11.109000000000002,11.089000000000002,11.069000000000003,11.049000000000003,11.029000000000003
EOL AURA CAETITE 03,0,10.456,10.793,10.431,10.739,11.094,11.089,11.467,11.173,11.189,11.169,11.149000000000001,11.129000000000001,11.109000000000002,11.089000000000002,11.069000000000003,11.049000000000003,11.029000000000003
EOL AURA CAETITE 04,0,10.456,10.793,10.431,10.739,11.094,11.089,11.467,11.173,11.189,11.169,11.149000000000001,11.129000000000001,11.109000000000002,11.089000000000002,11.069000000000003,11.049000000000003,11.029000000000003
EOL AURA LAGOA DO BARRO 01,0,10.859,11.333,11.823,12.599,13.703,13.723,14.051,13.897,13.917,13.897,13.877,13.857000000000001,13.837000000000002,13.817000000000002,13.797000000000002,13.777000000000003,13.757000000000003
EOL AURA LAGOA DO BARRO 02,0,10.859,11.333,11.823,12.599,13.703,13.723,14.051,13.897,13.917,13.897,13.877,13.857000000000001,13.837000000000002,13.817000000000002,13.797000000000002,13.777000000000003,13.757000000000003
EOL AURA LAGOA DO BARRO 03,0,10.859,11.333,11.823,12.599,13.703,13.723,14.051,13.897,13.917,13.897,13.877,13.857000000000001,13.837000000000002,13.817000000000002,13.797000000000002,13.777000000000003,13.757000000000003
EOL AURA LAGOA DO BARRO 04,0,10.859,11.333,11.823,12.599,13.703,13.723,14.051,13.897,13.917,13.897,13.877,13.857000000000001,13.837000000000002,13.817000000000002,13.797000000000002,13.777000000000003,13.757000000000003
EOL AURA LAGOA DO BARRO 05,0,10.859,11.333,11.823,12.599,13.703,13.723,14.051,13.897,13.917,13.897,13.877,13.857000000000001,13.837000000000002,13.817000000000002,13.797000000000002,13.777000000000003,13.757000000000003
EOL AURA LAGOA DO BARRO 06,0,10.859,11.333,11.823,12.599,13.703,13.723,14.051,13.897,13.917,13.897,13.877,13.857000000000001,13.837000000000002,13.817000000000002,13.797000000000002,13.777000000000003,13.757000000000003
EOL AURA LAGOA DO BARRO 07,0,10.859,11.333,11.823,12.599,13.703,13.723,14.051,13.897,13.917,13.897,13.877,13.857000000000001,13.837000000000002,13.817000000000002,13.797000000000002,13.777000000000003,13.757000000000003
EOL AURA MANGUEIRA IV,0,6.613,7.277,6.437,5.391,5.184,5.178,5.343,5.359,5.367,5.347,5.327000000000001,5.307000000000001,5.287000000000002,5.267000000000002,5.2470000000000026,5.227000000000003,5.207000000000003
EOL AURA MANGUEIRA VI,0,6.613,7.277,6.437,5.391,5.184,5.178,5.343,5.359,5.367,5.347,5.327000000000001,5.307000000000001,5.287000000000002,5.267000000000002,5.2470000000000026,5.227000000000003,5.207000000000003
EOL AURA MANGUEIRA VII,0,6.613,7.277,6.437,5.391,5.184,5.178,5.343,5.359,5.367,5.347,5.327000000000001,5.307000000000001,5.287000000000002,5.267000000000002,5.2470000000000026,5.227000000000003,5.207000000000003
EOL AURA MANGUEIRA XI,0,6.613,7.277,6.437,5.391,5.184,5.178,5.343,5.359,5.367,5.347,5.327000000000001,5.307000000000001,5.287000000000002,5.267000000000002,5.2470000000000026,5.227000000000003,5.207000000000003
EOL AURA MANGUEIRA XII,0,6.613,7.277,6.437,5.391,5.184,5.178,5.343,5.359,5.367,5.347,5.327000000000001,5.307000000000001,5.287000000000002,5.267000000000002,5.2470000000000026,5.227000000000003,5.207000000000003
EOL AURA MANGUEIRA XIII,0,6.613,7.277,6.437,5.391,5.184,5.178,5.343,5.359,5.367,5.347,5.327000000000001,5.307000000000001,5.287000000000002,5.267000000000002,5.2470000000000026,5.227000000000003,5.207000000000003
EOL AURA MANGUEIRA XV,0,6.613,7.277,6.437,5.391,5.184,5.178,5.343,5.359,5.367,5.347,5.327000000000001,5.307000000000001,5.287000000000002,5.267000000000002,5.2470000000000026,5.227000000000003,5.207000000000003
EOL AURA MANGUEIRA XVII,0,6.613,7.277,6.437,5.391,5.184,5.178,5.343,5.359,5.367,5.347,5.327000000000001,5.307000000000001,5.287000000000002,5.267000000000002,5.2470000000000026,5.227000000000003,5.207000000000003
EOL AURA MIRIM II,0,6.613,7.277,6.437,5.391,5.184,5.178,5.343,5.359,5.367,5.347,5.327000000000001,5.307000000000001,5.287000000000002,5.267000000000002,5.2470000000000026,5.227000000000003,5.207000000000003
EOL AURA MIRIM IV,0,6.613,7.277,6.437,5.391,5.184,5.178,5.343,5.359,5.367,5.347,5.327000000000001,5.307000000000001,5.287000000000002,5.267000000000002,5.2470000000000026,5.227000000000003,5.207000000000003
EOL AURA MIRIM VI,0,6.613,7.277,6.437,5.391,5.184,5.178,5.343,5.359,5.367,5.347,5.327000000000001,5.307000000000001,5.287000000000002,5.267000000000002,5.2470000000000026,5.227000000000003,5.207000000000003
EOL AURA MIRIM VIII,0,6.613,7.277,6.437,5.391,5.184,5.178,5.343,5.359,5.367,5.347,5.327000000000001,5.307000000000001,5.287000000000002,5.267000000000002,5.2470000000000026,5.227000000000003,5.207000000000003
EOL AURA QUEIMADA NOVA 01,0,10.859,11.333,11.823,12.599,13.454,13.467,13.782,13.627,13.646,13.626000000000001,13.606000000000002,13.586000000000002,13.566000000000003,13.546000000000003,13.526000000000003,13.506000000000004,13.486000000000004
EOL AURA QUEIMADA NOVA 02,0,10.859,11.333,11.823,12.599,13.454,13.467,13.782,13.627,13.646,13.626000000000001,13.606000000000002,13.586000000000002,13.566000000000003,13.546000000000003,13.526000000000003,13.506000000000004,13.486000000000004
EOL AURA QUEIMADA NOVA 03,0,10.859,11.333,11.823,12.599,13.703,13.723,14.051,13.897,13.917,13.897,13.877,13.857000000000001,13.837000000000002,13.817000000000002,13.797000000000002,13.777000000000003,13.757000000000003
EOL AURA TANQUE NOVO 01,0,10.456,10.793,10.431,10.739,11.094,11.089,11.467,11.173,11.189,11.169,11.149000000000001,11.129000000000001,11.109000000000002,11.089000000000002,11.069000000000003,11.049000000000003,11.029000000000003
EOL AURA TANQUE NOVO 02,0,10.456,10.793,10.431,10.739,11.094,11.089,11.467,11.173,11.189,11.169,11.149000000000001,11.129000000000001,11.109000000000002,11.089000000000002,11.069000000000003,11.049000000000003,11.029000000000003
EOL AURA TANQUE NOVO 03,0,10.456,10.793,10.431,10.739,11.094,11.089,11.467,11.173,11.189,11.169,11.149000000000001,11.129000000000001,11.109000000000002,11.089000000000002,11.069000000000003,11.049000000000003,11.029000000000003
EOL AVENTURA I,0,10.764,11.555,12.491,13.568,15.031,15.132,15.672,15.515,15.538,15.518,15.498000000000001,15.478000000000002,15.458000000000002,15.438000000000002,15.418000000000003,15.398000000000003,15.378000000000004
EOL AVENTURA II,0,10.764,11.555,12.491,13.568,15.031,15.132,15.672,15.515,15.538,15.518,15.498000000000001,15.478000000000002,15.458000000000002,15.438000000000002,15.418000000000003,15.398000000000003,15.378000000000004
EOL AVENTURA III,0,10.764,11.555,12.491,13.568,15.031,15.132,15.672,15.515,15.538,15.518,15.498000000000001,15.478000000000002,15.458000000000002,15.438000000000002,15.418000000000003,15.398000000000003,15.378000000000004
EOL AVENTURA IV,0,10.764,11.555,12.491,13.568,15.031,15.132,15.672,15.515,15.538,15.518,15.498000000000001,15.478000000000002,15.458000000000002,15.438000000000002,15.418000000000003,15.398000000000003,15.378000000000004
EOL AVENTURA V,0,10.764,11.555,12.491,13.568,15.031,15.132,15.672,15.515,15.538,15.518,15.498000000000001,15.478000000000002,15.458000000000002,15.438000000000002,15.418000000000003,15.398000000000003,15.378000000000004
EOL AW SANTA REGIA,0,10.64,11.454,12.387,13.437,14.799,14.893,15.424,15.267,15.289,15.269,15.249,15.229000000000001,15.209000000000001,15.189000000000002,15.169000000000002,15.149000000000003,15.129000000000003
EOL AW SAO JOAO,0,10.64,11.454,12.387,13.437,14.799,14.893,15.424,15.267,15.289,15.269,15.249,15.229000000000001,15.209000000000001,15.189000000000002,15.169000000000002,15.149000000000003,15.129000000000003
