Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
2929; INTERNATIONAL - 345;;  4,280;;  4,280;  5,335;;;  5,335;
1623; IPATINGA I - 230;;  9,485;;  9,485;  9,455;;;  9,455;
6649; F.IGUACU - 500;;  7,691;;  7,691;  7,661;;;  7,661;
1521; IRAPE - 230;; 12,976;; 12,976; 12,946;;; 12,946;
1510; IRAPE - 345;; 13,306;; 13,306; 13,276;;; 13,276;
7022; IRATI NORTE - 230;;  6,920;;  6,920;  6,890;;;  6,890;
283; IRECE - 230;; 10,991;; 10,991; 10,961;;; 10,961;
7827; ITA SC - 230;;  8,287;;  8,287;  8,257;;;  8,257;
7722; ITA - 525;;  8,062;;  8,062;  8,032;;;  8,032;
271; ITABAIANA - 230;;  8,957;;  8,957;  8,927;;;  8,927;
3664; ITABERA - 765;;  6,556;;  6,556;  6,526;;;  6,526;
1626; ITABIRA 2 - 230;;  9,340;;  9,340;  9,310;;;  9,310;
1484; ITABIRITO - 345;;  8,902;;  8,902;  8,872;;;  8,872;
1483; ITABIRITO - 500;;  9,843;;  9,843;  9,813;;;  9,813;
1620; ITABIRA 4 - 230;;  8,945;;  8,945;  8,915;;;  8,915;
26513; ITABIRA 5 - 230;;  9,762;;  9,762;  9,732;;;  9,732;
26510; ITABIRA 5 - 500;; 10,360;; 10,360; 10,330;;; 10,330;
345; ITABUNA - 230;;  2,454;;  2,454;  5,335;;;  5,335;
913; ITACAIUNAS - 230;; 10,258;; 10,258; 10,228;;; 10,228;
912; ITACAIUNAS - 500;; 10,942;; 10,942; 10,912;;; 10,912;
