GENERATOR,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
EOL AVENTURA IV,0,10.764,11.555,12.491,13.6,15.053,15.153,15.694,15.536,15.559,15.539,15.519,15.499,15.479000000000001,15.459000000000001,15.439000000000002,15.419000000000002,15.399000000000003
EOL AVENTURA V,0,10.764,11.555,12.491,13.6,15.053,15.153,15.694,15.536,15.559,15.539,15.519,15.499,15.479000000000001,15.459000000000001,15.439000000000002,15.419000000000002,15.399000000000003
EOL AW SANTA REGIA,0,10.64,11.454,12.387,13.469,14.82,14.914,15.445,15.288,15.31,15.290000000000001,15.270000000000001,15.250000000000002,15.230000000000002,15.210000000000003,15.190000000000003,15.170000000000003,15.150000000000004
EOL AW SAO JOAO,0,10.64,11.454,12.387,13.469,14.82,14.914,15.445,15.288,15.31,15.290000000000001,15.270000000000001,15.250000000000002,15.230000000000002,15.210000000000003,15.190000000000003,15.170000000000003,15.150000000000004
EOL B.VENTOS(VENTOS),0,10.135,10.996,12.137,13.237,14.946,15.025,15.52,15.369,15.391,15.371,15.351,15.331000000000001,15.311000000000002,15.291000000000002,15.271000000000003,15.251000000000003,15.231000000000003
EOL BAIXA DO FEIJAO I,0,10.64,11.454,12.387,13.469,14.82,14.914,15.445,15.288,15.31,15.290000000000001,15.270000000000001,15.250000000000002,15.230000000000002,15.210000000000003,15.190000000000003,15.170000000000003,15.150000000000004
EOL BAIXA DO FEIJAO II,0,10.64,11.454,12.387,13.469,14.82,14.914,15.445,15.288,15.31,15.290000000000001,15.270000000000001,15.250000000000002,15.230000000000002,15.210000000000003,15.190000000000003,15.170000000000003,15.150000000000004
EOL BAIXA DO FEIJAO III,0,10.64,11.454,12.387,13.469,14.82,14.914,15.445,15.288,15.31,15.290000000000001,15.270000000000001,15.250000000000002,15.230000000000002,15.210000000000003,15.190000000000003,15.170000000000003,15.150000000000004
EOL BAIXA DO FEIJAO IV,0,10.64,11.454,12.387,13.469,14.82,14.914,15.445,15.288,15.31,15.290000000000001,15.270000000000001,15.250000000000002,15.230000000000002,15.210000000000003,15.190000000000003,15.170000000000003,15.150000000000004
EOL BAIXA DO SITIO,0,10.986,11.816,12.935,14.075,13.318,13.353,13.775,13.598,13.618,13.598,13.578000000000001,13.558000000000002,13.538000000000002,13.518000000000002,13.498000000000003,13.478000000000003,13.458000000000004
EOL BANDA DE COURO,0,11.056,11.621,12.084,12.951,13.677,13.703,14.126,13.921,13.941,13.921000000000001,13.901000000000002,13.881000000000002,13.861000000000002,13.841000000000003,13.821000000000003,13.801000000000004,13.781000000000004
