GENERATOR,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
EOL AURA MIRIM IV,0,6.613,7.277,6.437,5.365,5.191,5.184,5.351,5.366,5.374,5.354,5.3340000000000005,5.314000000000001,5.294000000000001,5.274000000000002,5.254000000000002,5.234000000000003,5.214000000000003
EOL AURA MIRIM VI,0,6.613,7.277,6.437,5.365,5.191,5.184,5.351,5.366,5.374,5.354,5.3340000000000005,5.314000000000001,5.294000000000001,5.274000000000002,5.254000000000002,5.234000000000003,5.214000000000003
EOL AURA MIRIM VIII,0,6.613,7.277,6.437,5.365,5.191,5.184,5.351,5.366,5.374,5.354,5.3340000000000005,5.314000000000001,5.294000000000001,5.274000000000002,5.254000000000002,5.234000000000003,5.214000000000003
EOL AURA QUEIMADA NOVA 01,0,10.859,11.333,11.823,12.629,13.473,13.486,13.801,13.646,13.665,13.645,13.625,13.605,13.585,13.565000000000001,13.545000000000002,13.525000000000002,13.505000000000003
EOL AURA QUEIMADA NOVA 02,0,10.859,11.333,11.823,12.629,13.473,13.486,13.801,13.646,13.665,13.645,13.625,13.605,13.585,13.565000000000001,13.545000000000002,13.525000000000002,13.505000000000003
EOL AURA QUEIMADA NOVA 03,0,10.859,11.333,11.823,12.629,13.723,13.742,14.07,13.916,13.936,13.916,13.896,13.876000000000001,13.856000000000002,13.836000000000002,13.816000000000003,13.796000000000003,13.776000000000003
EOL AURA TANQUE NOVO 01,0,10.456,10.793,10.431,10.779,11.118,11.113,11.492,11.197,11.214,11.194,11.174000000000001,11.154000000000002,11.134000000000002,11.114000000000003,11.094000000000003,11.074000000000003,11.054000000000004
EOL AURA TANQUE NOVO 02,0,10.456,10.793,10.431,10.779,11.118,11.113,11.492,11.197,11.214,11.194,11.174000000000001,11.154000000000002,11.134000000000002,11.114000000000003,11.094000000000003,11.074000000000003,11.054000000000004
EOL AURA TANQUE NOVO 03,0,10.456,10.793,10.431,10.779,11.118,11.113,11.492,11.197,11.214,11.194,11.174000000000001,11.154000000000002,11.134000000000002,11.114000000000003,11.094000000000003,11.074000000000003,11.054000000000004
EOL AVENTURA I,0,10.764,11.555,12.491,13.601,15.056,15.156,15.696,15.539,15.562,15.542,15.522,15.502,15.482000000000001,15.462000000000002,15.442000000000002,15.422000000000002,15.402000000000003
EOL AVENTURA II,0,10.764,11.555,12.491,13.601,15.056,15.156,15.696,15.539,15.562,15.542,15.522,15.502,15.482000000000001,15.462000000000002,15.442000000000002,15.422000000000002,15.402000000000003
EOL AVENTURA III,0,10.764,11.555,12.491,13.601,15.056,15.156,15.696,15.539,15.562,15.542,15.522,15.502,15.482000000000001,15.462000000000002,15.442000000000002,15.422000000000002,15.402000000000003
EOL AVENTURA IV,0,10.764,11.555,12.491,13.601,15.056,15.156,15.696,15.539,15.562,15.542,15.522,15.502,15.482000000000001,15.462000000000002,15.442000000000002,15.422000000000002,15.402000000000003
EOL AVENTURA V,0,10.764,11.555,12.491,13.601,15.056,15.156,15.696,15.539,15.562,15.542,15.522,15.502,15.482000000000001,15.462000000000002,15.442000000000002,15.422000000000002,15.402000000000003
EOL AW SANTA REGIA,0,10.64,11.454,12.387,13.47,14.823,14.916,15.448,15.291,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004,15.153000000000004
EOL AW SAO JOAO,0,10.64,11.454,12.387,13.47,14.823,14.916,15.448,15.291,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004,15.153000000000004
EOL B.VENTOS(VENTOS),0,10.135,10.996,12.137,13.238,14.949,15.028,15.523,15.373,15.395,15.375,15.355,15.335,15.315000000000001,15.295000000000002,15.275000000000002,15.255000000000003,15.235000000000003
EOL BAIXA DO FEIJAO I,0,10.64,11.454,12.387,13.47,14.823,14.916,15.448,15.291,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004,15.153000000000004
EOL BAIXA DO FEIJAO II,0,10.64,11.454,12.387,13.47,14.823,14.916,15.448,15.291,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004,15.153000000000004
EOL BAIXA DO FEIJAO III,0,10.64,11.454,12.387,13.47,14.823,14.916,15.448,15.291,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004,15.153000000000004
EOL BAIXA DO FEIJAO IV,0,10.64,11.454,12.387,13.47,14.823,14.916,15.448,15.291,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004,15.153000000000004
EOL BAIXA DO SITIO,0,10.986,11.816,12.935,14.076,13.319,13.354,13.776,13.6,13.619,13.599,13.579,13.559000000000001,13.539000000000001,13.519000000000002,13.499000000000002,13.479000000000003,13.459000000000003
EOL BANDA DE COURO,0,11.056,11.621,12.084,12.951,13.678,13.704,14.127,13.922,13.942,13.922,13.902000000000001,13.882000000000001,13.862000000000002,13.842000000000002,13.822000000000003,13.802000000000003,13.782000000000004
EOL BARAUNAS I,0,11.056,11.621,12.084,12.951,13.678,13.704,14.127,13.922,13.942,13.922,13.902000000000001,13.882000000000001,13.862000000000002,13.842000000000002,13.822000000000003,13.802000000000003,13.782000000000004
EOL BARAUNAS II,0,11.056,11.621,12.084,12.951,13.678,13.704,14.127,13.922,13.942,13.922,13.902000000000001,13.882000000000001,13.862000000000002,13.842000000000002,13.822000000000003,13.802000000000003,13.782000000000004
EOL BARAUNAS IV,0,10.86,11.285,11.735,12.542,13.319,13.354,13.776,13.6,13.619,13.599,13.579,13.559000000000001,13.539000000000001,13.519000000000002,13.499000000000002,13.479000000000003,13.459000000000003
EOL BARAUNAS XV,0,10.86,11.285,11.735,12.542,13.319,13.354,13.776,13.6,13.619,13.599,13.579,13.559000000000001,13.539000000000001,13.519000000000002,13.499000000000002,13.479000000000003,13.459000000000003
EOL BARAUNAS XX,0,10.86,11.285,11.735,12.542,13.319,13.354,13.776,13.6,13.619,13.599,13.579,13.559000000000001,13.539000000000001,13.519000000000002,13.499000000000002,13.479000000000003,13.459000000000003
EOL BARBATIMAO,0,10.165,10.516,10.112,10.431,10.95,10.941,11.312,11.014,11.029,11.009,10.989,10.969000000000001,10.949000000000002,10.929000000000002,10.909000000000002,10.889000000000003,10.869000000000003
EOL BARRA DOS COQUEIROS,0,0,0,0,0,0,0,0,0,0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12000000000000001,-0.14,-0.16
EOL BEBERIBE,0,0,0,0,0,0,0,0,0,0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12000000000000001,-0.14,-0.16
EOL BELA VISTA (AREIA BRANCA),0,10.794,11.66,12.809,13.958,15.362,15.458,15.923,15.773,15.796,15.776,15.756,15.736,15.716000000000001,15.696000000000002,15.676000000000002,15.656000000000002,15.636000000000003
EOL BOA ESPERANCA I,0,10.64,11.454,12.387,13.47,14.823,14.916,15.448,15.291,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004,15.153000000000004
EOL BOA VISTA DA LAGOINHA,0,10.807,11.019,11.122,11.692,11.827,11.838,12.238,11.971,11.988,11.968,11.948,11.928,11.908000000000001,11.888000000000002,11.868000000000002,11.848000000000003,11.828000000000003
