GENERATOR,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
EOL AURA MIRIM VIII,0,0,0,5.11,4.984,5.297,5.222,5.614,5.75,5.604,5.5840000000000005,5.564000000000001,5.544000000000001,5.524000000000002,5.504000000000002,5.484000000000003,5.464000000000003,5.4440000000000035
EOL AURA QUEIMADA NOVA 01,0,0,0,11.209,11.342,11.444,11.479,11.514,11.541,11.574,11.554,11.534,11.514000000000001,11.494000000000002,11.474000000000002,11.454000000000002,11.434000000000003,11.414000000000003
EOL AURA QUEIMADA NOVA 02,0,0,0,11.209,11.342,11.444,11.479,11.514,11.541,11.574,11.554,11.534,11.514000000000001,11.494000000000002,11.474000000000002,11.454000000000002,11.434000000000003,11.414000000000003
EOL AURA QUEIMADA NOVA 03,0,0,0,11.204,11.336,11.438,11.472,11.507,11.535,11.567,11.547,11.527000000000001,11.507000000000001,11.487000000000002,11.467000000000002,11.447000000000003,11.427000000000003,11.407000000000004
EOL AURA TANQUE NOVO 01,0,0,0,10.144,9.419,9.885,9.827,10.244,10.26,10.295,10.275,10.255,10.235000000000001,10.215000000000002,10.195000000000002,10.175000000000002,10.155000000000003,10.135000000000003
EOL AURA TANQUE NOVO 02,0,0,0,10.144,9.419,9.885,9.827,10.244,10.26,10.295,10.275,10.255,10.235000000000001,10.215000000000002,10.195000000000002,10.175000000000002,10.155000000000003,10.135000000000003
EOL AURA TANQUE NOVO 03,0,0,0,10.144,9.419,9.885,9.827,10.244,10.26,10.295,10.275,10.255,10.235000000000001,10.215000000000002,10.195000000000002,10.175000000000002,10.155000000000003,10.135000000000003
EOL AVENTURA I,0,0,0,11.175,11.654,11.897,12.005,12.209,12.301,12.342,12.322000000000001,12.302000000000001,12.282000000000002,12.262000000000002,12.242000000000003,12.222000000000003,12.202000000000004,12.182000000000004
EOL AVENTURA II,0,0,0,11.175,11.654,11.897,12.005,12.209,12.301,12.342,12.322000000000001,12.302000000000001,12.282000000000002,12.262000000000002,12.242000000000003,12.222000000000003,12.202000000000004,12.182000000000004
EOL AVENTURA III,0,0,0,11.175,11.654,11.897,12.005,12.209,12.301,12.342,12.322000000000001,12.302000000000001,12.282000000000002,12.262000000000002,12.242000000000003,12.222000000000003,12.202000000000004,12.182000000000004
EOL AVENTURA IV,0,0,0,11.175,11.654,11.897,12.005,12.209,12.301,12.342,12.322000000000001,12.302000000000001,12.282000000000002,12.262000000000002,12.242000000000003,12.222000000000003,12.202000000000004,12.182000000000004
EOL AVENTURA V,0,0,0,11.175,11.654,11.897,12.005,12.209,12.301,12.342,12.322000000000001,12.302000000000001,12.282000000000002,12.262000000000002,12.242000000000003,12.222000000000003,12.202000000000004,12.182000000000004
EOL AW SANTA REGIA,0,0,0,11.072,11.51,11.702,11.802,12.001,12.087,12.123,12.103,12.083,12.063,12.043000000000001,12.023000000000001,12.003000000000002,11.983000000000002,11.963000000000003
EOL AW SAO JOAO,0,0,0,11.072,11.51,11.702,11.802,12.001,12.087,12.123,12.103,12.083,12.063,12.043000000000001,12.023000000000001,12.003000000000002,11.983000000000002,11.963000000000003
EOL B.VENTOS(VENTOS),0,0,0,11.222,11.728,11.822,11.928,12.19,12.287,12.326,12.306000000000001,12.286000000000001,12.266000000000002,12.246000000000002,12.226000000000003,12.206000000000003,12.186000000000003,12.166000000000004
EOL BAIXA DO FEIJAO I,0,0,0,11.072,11.51,11.702,11.802,12.001,12.087,12.123,12.103,12.083,12.063,12.043000000000001,12.023000000000001,12.003000000000002,11.983000000000002,11.963000000000003
EOL BAIXA DO FEIJAO II,0,0,0,11.072,11.51,11.702,11.802,12.001,12.087,12.123,12.103,12.083,12.063,12.043000000000001,12.023000000000001,12.003000000000002,11.983000000000002,11.963000000000003
