GENERATOR,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
EOL AURA LAGOA DO BARRO 07,0,10.859,10.181,10.115,10.305,11.281,11.289,11.742,11.617,11.633,11.613,11.593,11.573,11.553,11.533000000000001,11.513000000000002,11.493000000000002,11.473000000000003
EOL AURA MANGUEIRA IV,0,6.613,9.096,9.201,9.012,8.494,8.181,8.176,8.38,8.392,8.372,8.352,8.332,8.312000000000001,8.292000000000002,8.272000000000002,8.252000000000002,8.232000000000003
EOL AURA MANGUEIRA VI,0,6.613,9.096,9.201,9.012,8.494,8.181,8.176,8.38,8.392,8.372,8.352,8.332,8.312000000000001,8.292000000000002,8.272000000000002,8.252000000000002,8.232000000000003
EOL AURA MANGUEIRA VII,0,6.613,9.096,9.201,9.012,8.494,8.181,8.176,8.38,8.392,8.372,8.352,8.332,8.312000000000001,8.292000000000002,8.272000000000002,8.252000000000002,8.232000000000003
EOL AURA MANGUEIRA XI,0,6.613,9.096,9.201,9.012,8.494,8.181,8.176,8.38,8.392,8.372,8.352,8.332,8.312000000000001,8.292000000000002,8.272000000000002,8.252000000000002,8.232000000000003
EOL AURA MANGUEIRA XII,0,6.613,9.096,9.201,9.012,8.494,8.181,8.176,8.38,8.392,8.372,8.352,8.332,8.312000000000001,8.292000000000002,8.272000000000002,8.252000000000002,8.232000000000003
EOL AURA MANGUEIRA XIII,0,6.613,9.096,9.201,9.012,8.494,8.181,8.176,8.38,8.392,8.372,8.352,8.332,8.312000000000001,8.292000000000002,8.272000000000002,8.252000000000002,8.232000000000003
EOL AURA MANGUEIRA XV,0,6.613,9.096,9.201,9.012,8.494,8.181,8.176,8.38,8.392,8.372,8.352,8.332,8.312000000000001,8.292000000000002,8.272000000000002,8.252000000000002,8.232000000000003
EOL AURA MANGUEIRA XVII,0,6.613,9.096,9.201,9.012,8.494,8.181,8.176,8.38,8.392,8.372,8.352,8.332,8.312000000000001,8.292000000000002,8.272000000000002,8.252000000000002,8.232000000000003
EOL AURA MIRIM II,0,6.613,9.096,9.201,9.012,8.494,8.181,8.176,8.38,8.392,8.372,8.352,8.332,8.312000000000001,8.292000000000002,8.272000000000002,8.252000000000002,8.232000000000003
EOL AURA MIRIM IV,0,6.613,9.096,9.201,9.012,8.494,8.181,8.176,8.38,8.392,8.372,8.352,8.332,8.312000000000001,8.292000000000002,8.272000000000002,8.252000000000002,8.232000000000003
EOL AURA MIRIM VI,0,6.613,9.096,9.201,9.012,8.494,8.181,8.176,8.38,8.392,8.372,8.352,8.332,8.312000000000001,8.292000000000002,8.272000000000002,8.252000000000002,8.232000000000003
EOL AURA MIRIM VIII,0,6.613,9.096,9.201,9.012,8.494,8.181,8.176,8.38,8.392,8.372,8.352,8.332,8.312000000000001,8.292000000000002,8.272000000000002,8.252000000000002,8.232000000000003
EOL AURA QUEIMADA NOVA 01,0,10.859,10.181,10.115,10.305,11.098,11.101,11.545,11.417,11.434,11.414,11.394,11.374,11.354000000000001,11.334000000000001,11.314000000000002,11.294000000000002,11.274000000000003
EOL AURA QUEIMADA NOVA 02,0,10.859,10.181,10.115,10.305,11.098,11.101,11.545,11.417,11.434,11.414,11.394,11.374,11.354000000000001,11.334000000000001,11.314000000000002,11.294000000000002,11.274000000000003
EOL AURA QUEIMADA NOVA 03,0,10.859,10.181,10.115,10.305,11.281,11.289,11.742,11.617,11.633,11.613,11.593,11.573,11.553,11.533000000000001,11.513000000000002,11.493000000000002,11.473000000000003
EOL AURA TANQUE NOVO 01,0,10.456,10.787,10.559,10.873,11.439,11.5,11.923,11.71,11.727,11.707,11.687000000000001,11.667000000000002,11.647000000000002,11.627000000000002,11.607000000000003,11.587000000000003,11.567000000000004
EOL AURA TANQUE NOVO 02,0,10.456,10.787,10.559,10.873,11.439,11.5,11.923,11.71,11.727,11.707,11.687000000000001,11.667000000000002,11.647000000000002,11.627000000000002,11.607000000000003,11.587000000000003,11.567000000000004
EOL AURA TANQUE NOVO 03,0,10.456,10.787,10.559,10.873,11.439,11.5,11.923,11.71,11.727,11.707,11.687000000000001,11.667000000000002,11.647000000000002,11.627000000000002,11.607000000000003,11.587000000000003,11.567000000000004
EOL AVENTURA I,0,10.764,9.842,9.875,10.063,10.877,10.944,11.358,11.234,11.251,11.231,11.211,11.191,11.171000000000001,11.151000000000002,11.131000000000002,11.111000000000002,11.091000000000003
EOL AVENTURA II,0,10.764,9.842,9.875,10.063,10.877,10.944,11.358,11.234,11.251,11.231,11.211,11.191,11.171000000000001,11.151000000000002,11.131000000000002,11.111000000000002,11.091000000000003
EOL AVENTURA III,0,10.764,9.842,9.875,10.063,10.877,10.944,11.358,11.234,11.251,11.231,11.211,11.191,11.171000000000001,11.151000000000002,11.131000000000002,11.111000000000002,11.091000000000003
EOL AVENTURA IV,0,10.764,9.842,9.875,10.063,10.877,10.944,11.358,11.234,11.251,11.231,11.211,11.191,11.171000000000001,11.151000000000002,11.131000000000002,11.111000000000002,11.091000000000003
EOL AVENTURA V,0,10.764,9.842,9.875,10.063,10.877,10.944,11.358,11.234,11.251,11.231,11.211,11.191,11.171000000000001,11.151000000000002,11.131000000000002,11.111000000000002,11.091000000000003
EOL AW SANTA REGIA,0,10.64,9.792,9.851,10.04,10.784,10.848,11.257,11.134,11.15,11.13,11.110000000000001,11.090000000000002,11.070000000000002,11.050000000000002,11.030000000000003,11.010000000000003,10.990000000000004
EOL AW SAO JOAO,0,10.64,9.792,9.851,10.04,10.784,10.848,11.257,11.134,11.15,11.13,11.110000000000001,11.090000000000002,11.070000000000002,11.050000000000002,11.030000000000003,11.010000000000003,10.990000000000004
EOL B.VENTOS(VENTOS),0,10.135,9.313,9.541,9.727,10.679,10.723,11.095,10.963,10.979,10.959,10.939,10.919,10.899000000000001,10.879000000000001,10.859000000000002,10.839000000000002,10.819000000000003
EOL BAIXA DO FEIJAO I,0,10.64,9.792,9.851,10.04,10.784,10.848,11.257,11.134,11.15,11.13,11.110000000000001,11.090000000000002,11.070000000000002,11.050000000000002,11.030000000000003,11.010000000000003,10.990000000000004
EOL BAIXA DO FEIJAO II,0,10.64,9.792,9.851,10.04,10.784,10.848,11.257,11.134,11.15,11.13,11.110000000000001,11.090000000000002,11.070000000000002,11.050000000000002,11.030000000000003,11.010000000000003,10.990000000000004
EOL BAIXA DO FEIJAO III,0,10.64,9.792,9.851,10.04,10.784,10.848,11.257,11.134,11.15,11.13,11.110000000000001,11.090000000000002,11.070000000000002,11.050000000000002,11.030000000000003,11.010000000000003,10.990000000000004
EOL BAIXA DO FEIJAO IV,0,10.64,9.792,9.851,10.04,10.784,10.848,11.257,11.134,11.15,11.13,11.110000000000001,11.090000000000002,11.070000000000002,11.050000000000002,11.030000000000003,11.010000000000003,10.990000000000004
EOL BAIXA DO SITIO,0,10.986,10.064,10.232,10.424,10.977,11.014,11.442,11.306,11.323,11.303,11.283000000000001,11.263000000000002,11.243000000000002,11.223000000000003,11.203000000000003,11.183000000000003,11.163000000000004
EOL BANDA DE COURO,0,11.056,10.352,10.204,10.396,10.941,10.956,11.355,11.189,11.206,11.186,11.166,11.146,11.126000000000001,11.106000000000002,11.086000000000002,11.066000000000003,11.046000000000003
EOL BARAUNAS I,0,11.056,10.352,10.204,10.396,10.941,10.956,11.355,11.189,11.206,11.186,11.166,11.146,11.126000000000001,11.106000000000002,11.086000000000002,11.066000000000003,11.046000000000003
EOL BARAUNAS II,0,11.056,10.352,10.204,10.396,10.941,10.956,11.355,11.189,11.206,11.186,11.166,11.146,11.126000000000001,11.106000000000002,11.086000000000002,11.066000000000003,11.046000000000003
EOL BARAUNAS IV,0,10.86,10.119,10.019,10.208,10.977,11.014,11.442,11.306,11.323,11.303,11.283000000000001,11.263000000000002,11.243000000000002,11.223000000000003,11.203000000000003,11.183000000000003,11.163000000000004
