Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
5201; C.PORTO VELHO - 500;; 19,645;; 19,645; 19,630;;; 19,630;
7850; CERRO CHATO - 230;;  7,670;;  7,670;  7,655;;;  7,655;
5199; C.PORTO VELHO - 230;;  3,559;;  3,559;  5,357;;;  5,357;
41172; COLIDER - 500;; 11,997;; 11,997; 11,982;;; 11,982;
591; COLINAS - 500;; 11,088;; 11,088; 11,073;;; 11,073;
4320; COMPERJ - 345;;  9,001;;  9,001;  8,986;;;  8,986;
7917; ENSEAD-SC2 - 30;;  5,870;;  5,870;  5,854;;;  5,854;
233; SE COREMAS II - 230;; 10,230;; 10,230; 10,215;;; 10,215;
3908; CORUMBA - 345;; 10,522;; 10,522; 10,506;;; 10,506;
38851; CORUMBA 2 - 30;;  7,852;;  7,852;  7,837;;;  7,837;
279; COTEGIPE - 230;;  8,075;;  8,075;  8,059;;;  8,059;
11033; COTEMINAS - 230;;  9,869;;  9,869;  9,854;;;  9,854;
3276; COXIPO - 230;;  7,797;;  7,797;  7,782;;;  7,782;
1616; CONSE. PENA - 230;; 10,089;; 10,089; 10,073;;; 10,073;
11217; CRATO 2 - 230;; 10,817;; 10,817; 10,802;;; 10,802;
10405; CRISTIANO ROCHA - 230;;  7,620;;  7,620;  7,605;;;  7,605;
4283; CUIABA - 230;;  7,988;;  7,988;  7,973;;;  7,973;
4284; CUIABA - 500;;  8,392;;  8,392;  8,376;;;  8,376;
7739; CURITIBA - 230;;  6,797;;  6,797;  6,782;;;  6,782;
7732; CURITIBA - 525;;  7,471;;  7,471;  7,456;;;  7,456;
219; DELM. GOUVEIA - 230;;  8,716;;  8,716;  8,700;;;  8,700;
281; D.PITUACU - 230;;  7,899;;  7,899;  7,883;;;  7,883;
4361; DARDANELOS - 230;; 10,301;; 10,301; 10,286;;; 10,286;
7745; DESTERRO - 230;;  5,053;;  5,053;  5,357;;;  5,357;
9090; DONA FRANCISCA - 230;;  8,667;;  8,667;  8,651;;;  8,651;
6761; D. INDUSTRIAL SJP - 230;;  6,511;;  6,511;  6,495;;;  6,495;
2664; JANDIRA - 440;;  5,969;;  5,969;  5,954;;;  5,954;
7771; DOURADOS 2 - 230;;  9,076;;  9,076;  9,060;;;  9,060;
7757; DOURADOS - 230;;  9,026;;  9,026;  9,011;;;  9,011;
51003; J. BOTANICO 2 - 230;;  6,165;;  6,165;  6,150;;;  6,150;
51002; J. BOTANICO 1 - 230;;  6,369;;  6,369;  6,353;;;  6,353;
2923; DOMENICO RANGONI - 345;;  5,269;;  5,269;  5,357;;;  5,357;
287; E. MARTIN - 230;; 10,703;; 10,703; 10,688;;; 10,688;
2939; EDGARD SOUZA - 230;;  4,722;;  4,722;  5,357;;;  5,357;
38862; EDEIA - 230;; 11,314;; 11,314; 11,299;;; 11,299;
9097; ELDORADO - 230;;  6,888;;  6,888;  6,872;;;  6,872;
214; EMBASA - 230;;  7,435;;  7,435;  7,420;;;  7,420;
1509; EMBORCACAO - 500;; 10,646;; 10,646; 10,631;;; 10,631;
2645; EMBU-GUACU - 345;;  5,112;;  5,112;  5,357;;;  5,357;
2643; EMBU-GUACU - 440;;  5,779;;  5,779;  5,764;;;  5,764;
13230; ENCRUZO - 230;;  8,089;;  8,089;  8,073;;;  8,073;
3946; ESTREITO - 345;;  9,862;;  9,862;  9,846;;;  9,846;
4302; ESTREITO - 500;;  9,751;;  9,751;  9,736;;;  9,736;
269; EUNAPOLI - 230;;  8,331;;  8,331;  8,316;;;  8,316;
12546; EXTREMOZ II - 230;; 10,525;; 10,525; 10,509;;; 10,509;
7306; FOZ DO CHAPECO - 230;;  8,983;;  8,983;  8,967;;;  8,967;
6653; FCHOPIM--230;;  9,358;;  9,358;  9,343;;;  9,343;
4321; F.DIAS - 440;;  7,775;;  7,775;  7,760;;;  7,760;
4322; F.DIAS - 500;;  8,703;;  8,703;  8,687;;;  8,687;
7782; FARROUPILHA - 230;;  6,739;;  6,739;  6,723;;;  6,723;
9541; FEIJO - 230;;  0,000;;  0,000;  5,357;;;  5,357;
9095; FIBR-F RS - 230;;  6,832;;  6,832;  6,817;;;  6,817;
6651; FIGUEIRA - 230;;  6,765;;  6,765;  6,749;;;  6,749;
1194; FIRMINOPOLIS - 230;; 11,378;; 11,378; 11,363;;; 11,363;
212; FLORESTA II - 230;; 11,260;; 11,260; 11,245;;; 11,245;
21049; FORD - 230;;  7,756;;  7,756;  7,740;;;  7,740;
7743; FORQUILINHA - 230;;  6,318;;  6,318;  6,303;;;  6,303;
325; FORTALEZA II - 230;;  9,491;;  9,491;  9,475;;;  9,475;
525; FORTALEZA II - 500;; 10,472;; 10,472; 10,456;;; 10,456;
225; FORTALEZA - 230;;  9,437;;  9,437;  9,421;;;  9,421;
3642; F.IGUACU - 765;;  8,010;;  8,010;  7,994;;;  7,994;
6652; F.IGUACUNORTE - 230;;  4,434;;  4,434;  5,357;;;  5,357;
276; FUNIL - 230;;  5,623;;  5,623;  5,607;;;  5,607;
3808; FURNAS - 345;;  9,574;;  9,574;  9,559;;;  9,559;
275; G. MANGABEIRA - 230;;  8,129;;  8,129;  8,114;;;  8,114;
58405; MLGICO CE - 230;; 10,722;; 10,722; 10,706;;; 10,706;
8720; GARABI 1 - 525;;  7,820;;  7,820;  7,805;;;  7,805;
8721; GARABI 2 - 525;;  7,820;;  7,820;  7,805;;;  7,805;
349; GARANHUNS II - 230;; 10,042;; 10,042; 10,027;;; 10,027;
549; GARANHUNS - 500;; 10,351;; 10,351; 10,335;;; 10,335;
9100; GARIBALDI - 230;;  6,362;;  6,362;  6,346;;;  6,346;
46942; GASPAR 2 -230;;  6,280;;  6,280;  6,264;;;  6,264;
7713; GASPAR 2 - 525;;  6,992;;  6,992;  6,976;;;  6,976;
4533; GERDAU SP - 440;;  6,322;;  6,322;  6,306;;;  6,306;
2675; GETULINA - 440;;  8,604;;  8,604;  8,589;;;  8,589;
11051; GILBUES - 230;; 11,301;; 11,301; 11,285;;; 11,285;
836; GILBUES II - 500;; 11,489;; 11,489; 11,474;;; 11,474;
23321; GOIANIA LESTE - 230;;  8,657;;  8,657;  8,641;;;  8,641;
247; GOIANINHA - 230;;  8,956;;  8,956;  8,941;;;  8,941;
11260; Gentio do Ouro II - 230;; 12,114;; 12,114; 12,098;;; 12,098;
11560; Gentio do Ouro II - 500;; 11,679;; 11,679; 11,664;;; 11,664;
6663; PARIGOT SOUZA - 230;;  8,251;;  8,251;  8,236;;;  8,236;
7021; GUARAPUAVA OESTE - 230;;  7,770;;  7,770;  7,755;;;  7,755;
3759; GRAJAU - 500;;  8,906;;  8,906;  8,890;;;  8,890;
6664; GRALHA AZUL - 230;;  7,270;;  7,270;  7,255;;;  7,255;
7750; GRAVATAI - 525;;  7,501;;  7,501;  7,486;;;  7,486;
9110; GRAVATA2 - 230;;  6,991;;  6,991;  6,975;;;  6,975;
7924; GRAVATAI3 - 230;;  6,872;;  6,872;  6,857;;;  6,857;
50214; GUAIBA3 - 230;;  7,277;;  7,277;  7,262;;;  7,262;
50213; GUAIBA3 - 525;;  7,734;;  7,734;  7,719;;;  7,719;
9120; GUAIBA - 230;;  7,257;;  7,257;  7,242;;;  7,242;
6665; GUAIRA F -230;;  8,021;;  8,021;  8,005;;;  8,005;
6630; GUAIRA F - 525;;  8,073;;  8,073;  8,058;;;  8,058;
390; GUAMA - 230;;  9,115;;  9,115;  9,099;;;  9,099;
9130; GUARITA - 230;;  8,040;;  8,040;  8,024;;;  8,024;
3831; GUARULHOS - 345;;  4,515;;  4,515;  5,357;;;  5,357;
1638; GUILMAN - 230;;  9,762;;  9,762;  9,746;;;  9,746;
39040; GURUPI - 230;; 10,844;; 10,844; 10,829;;; 10,829;
5002; GURUPI - 500;; 11,252;; 11,252; 11,237;;; 11,237;
2720; GV - 230;;  7,617;;  7,617;  7,602;;;  7,602;
1619; VALADARES - 230;;  9,839;;  9,839;  9,824;;;  9,824;
38921; VALADARES 6 - 500;; 10,198;; 10,198; 10,183;;; 10,183;
3384; HENRY BORDEN - 230;;  4,762;;  4,762;  5,357;;;  5,357;
44652; HUBNER - 230;;  6,313;;  6,313;  6,298;;;  6,298;
38856; ILHA SOLTEIRA 2 - 230;; 10,157;; 10,157; 10,141;;; 10,141;
38876; ILHA SOLTEIRA 2 - 440;; 10,127;; 10,127; 10,112;;; 10,112;
2611; ILHA SOLTEIRA - 440;; 10,127;; 10,127; 10,112;;; 10,112;
365; IBIAPINA II – 230;; 10,372;; 10,372; 10,356;;; 10,356;
288; IBICOARA - 230;;  9,763;;  9,763;  9,748;;;  9,748;
588; IBICOARA - 500;; 10,517;; 10,517; 10,501;;; 10,501;
6680; IBIPORA - 230;;  6,661;;  6,661;  6,645;;;  6,645;
3691; IBIUNA - 345;;  4,993;;  4,993;  5,357;;;  5,357;
3690; IBIUNA - 500;;  6,442;;  6,442;  6,427;;;  6,427;
217; ICO - 230;;  9,889;;  9,889;  9,874;;;  9,874;
394; IGAPORA II - 230;; 11,747;; 11,747; 11,732;;; 11,732;
11394; IGAPORA III - 230;; 11,666;; 11,666; 11,651;;; 11,651;
11594; IGAPORA III - 500;; 11,481;; 11,481; 11,466;;; 11,466;
7714; IGUATEMI 2 MS - 230;;  7,907;;  7,907;  7,891;;;  7,891;
9264; IJUI 2 - 230;;  7,287;;  7,287;  7,271;;;  7,271;
7918; CAIACA-SC - 230;;  5,428;;  5,428;  5,413;;;  5,413;
7755; IMBIRUSSU - 230;;  8,704;;  8,704;  8,688;;;  8,688;
239; IMPERATRIZ - 230;; 10,175;; 10,175; 10,160;;; 10,160;
539; IMPERATRIZ - 500;; 10,924;; 10,924; 10,908;;; 10,908;
