CONCESSIONÁRIA;Cód. ANEEL;Cód. ONS;BARRA;NOME;PONTO DE CONEXÃO;TUST RB Ponta;TUST RB Fora Ponta;TUST FR Ponta;TUST FR Fora Ponta;MUST RB Ponta;MUST RB Fora Ponta
CEMIG-D;4950;2;332;J.FORAPCH138; JUIZ DE FORA1 - 138;  7,813;  7,760;       ;       ;313,0;375,0
CEMIG-D;4950;2;330;JAGUAR-MG138; JAGUARA-SE - 138;  6,818;  6,639;       ;       ;185,0;197,0
CEMIG-D;4950;2;4391;JAIBA--MG138; JAIBA - 138;  6,138;  6,138;       ;       ;100,0;112,0
CEMIG-D;4950;2;4312;JANAU3-MG138; JANAUBA 3 - 138;  6,138;  6,138;       ;       ;137,0;137,0
CEMIG-D;4950;2;4326;JMONLEV4--69; J. MONLEVADE 4 - 69;  7,621;  7,481;       ;       ;58,50;58,50
CEMIG-D;4950;2;337;LAFAIE-MG138; LAFAIETE 1 - 138;  7,683;  7,591;       ;       ;331,0;340,0
CEMIG-D;4950;2;187;M.MORA-MG138; M. MORAES - 138;  7,243;  7,121;       ;       ;277,4;310,5
CEMIG-D;4950;2;7409;MALGR2-MG138; M A DE MINAS 2 -138;  6,774;  6,597;       ;       ;203,0;213,0
CEMIG-D;4950;2;342;MCLAR2-MG138; MONTESCLAROS2 - 138;  6,138;  6,138;       ;       ;288,0;292,0
CEMIG-D;4950;2;353;NEVES-BIO138; NEVES 1 - 138;  6,965;  6,768;       ;       ;750,0;750,0
CEMIG-D;4950;2;386;OPRET2-MG138; OURO PRETO 2 - 138;  7,289;  7,134;       ;       ;461,0;461,0
CEMIG-D;4950;2;4066;PARAC4-MG138; PARACATU 4 - 138;  6,269;  6,138;       ;       ;280,0;349,0
CEMIG-D;4950;2;368;PIMENT-MG138; PIMENTA - 138;  7,394;  7,264;       ;       ;261,0;261,0
CEMIG-D;4950;2;1569;PIRAP2-MG138; PIRAPORA 2 - 138;  6,138;  6,138;       ;       ;353,0;399,0
CEMIG-D;4950;2;4095;SDUMO2-MG138; SANT.DUMONT 2 - 138;  7,796;  7,739;       ;       ;261,0;287,0
CEMIG-D;4950;2;377;SGONC-PCH138; S. G. DO PARA - 138;  7,129;  6,956;       ;       ;630,0;630,0
CEMIG-D;4950;2;9049;SGOTA2-MG138; SAO GOTARDO 2 - 138;  6,345;  6,138;       ;       ;175,0;175,0
CEMIG-D;4950;2;1478;SLAGO4-MG138; SETE LAGOAS 4 - 138;  6,960;  6,760;       ;       ;289,0;291,0
CEMIG-D;4950;2;376;TAQUAR-MG138; TAQUARIL - 138;  7,323;  7,167;       ;       ;287,0;303,0
CEMIG-D;4950;2;9031;TIMOT1-MG013; TIMOTEO 1 - 13,8;  7,929;  7,861;       ;       ;43,00;41,00
CEMIG-D;4950;2;4313;TIMOT2-MG069; TIMOTEO 2 - 69;  7,633;  7,505;       ;       ;40,00;40,00
CEMIG-D;4950;2;382;TMARIA-MG138; TRES MARIAS - 138;  6,138;  6,138;       ;       ; 0,00; 0,00
CEMIG-D;4950;2;7343;UBER10-MG138; UBERLANDIA 10 - 138;  6,626;  6,429;       ;       ;127,0;132,0
CEMIG-D;4950;2;348;VALADAPCH138; G.VALADARES 2 - 138;  7,157;  6,970;       ;       ;250,0;250,0
CEMIG-D;4950;2;4361;VARGI4-MG138; VARGINHA 4 - 138;  7,703;  7,611;       ;       ;220,0;220,0
CEMIG-D;4950;2;4028;VESPA2-MG500; VESPASIANO 2 - 500;  6,963;  6,765;       ;       ;429,0;439,0
CEMIG-D;4950;2;399;VPALM-PCH138; VARZEA PALMA 1 - 138;  6,138;  6,138;       ;       ;179,0;209,0
CEMIRIM;7467;68;3138;HOLAM1-SP138; CEMIRIM - 138;  8,073;  8,073;       ;       ;20,40;28,30
CERILUZ;2763;80;9674;IJUI1--RS023; IJUI 1 - 23;  9,242;  9,547;       ;       ;36,00;36,38
CERTEL ENERGIA;7371;53;9782;Lajeado3-069; LAJEADO 3 - 69;  9,758; 10,112;       ;       ;100,0;100,0
COPEL-DIS;2866;21;879;APUCAR-PR138; APUCARANA - 138;  8,621;  8,775;       ;       ;204,5;246,5
COPEL-DIS;2866;21;9336;AREIA--PR013; AREIA - 13,8;  8,909;  9,077;       ;       ; 9,00;11,00
COPEL-DIS;2866;21;823;AREIA--PR138; AREIA - 138;  8,912;  9,079;       ;       ;243,0;243,0
COPEL-DIS;2866;21;9891;AndiraLe-138; ANDIRA LESTE - 138;  8,520;  8,637;       ;       ;118,0;131,5
COPEL-DIS;2866;21;2359;BATEIA-PR138; BATEIAS - 138;  9,166;  9,452;       ;       ;179,5;200,0
COPEL-DIS;2866;21;840;CASCAV-PR138; CASCAVEL - 138;  8,737;  8,911;       ;       ;329,5;365,5
COPEL-DIS;2866;21;9539;CASNOR-PR138; CASCAVEL NORT - 138;  8,711;  8,881;       ;       ;204,5;234,0
COPEL-DIS;2866;21;9332;CASS-A-PR013; CAMPO ASSOBIO - 13,8;  9,523;  9,840;       ;       ;28,00;28,00
COPEL-DIS;2866;21;2354;CASSOB-PR138; CAMPO ASSOBIO - 138;  9,490;  9,802;       ;       ;130,5;130,5
COPEL-DIS;2866;21;2418;CASTRO-PR138; CASTRO NORTE - 138;  9,327;  9,568;       ;       ;129,5;129,5
COPEL-DIS;2866;21;10033;CBACEN-PR069; CURITIBA CENTRO - 138 (69kV);  9,493;  9,826;       ;       ;145,5;163,0
COPEL-DIS;2866;21;9698;CBANOR-PR138; CURITIBA NORT - 138;  9,270;  9,613;       ;       ;62,00;83,50
COPEL-DIS;2866;21;9321;CCOM-A-PR013; C.COMPRIDO - 13,8;  9,281;  9,586;       ;       ;34,00;39,00
COPEL-DIS;2866;21;2363;CCOMPR-PR069; C.COMPRIDO - 69;  9,400;  9,724;       ;       ;124,0;137,5
COPEL-DIS;2866;21;9342;CINDUA-PR013; C.I.CURITIBA - 13,8;  9,383;  9,709;       ;       ;53,50;69,50
COPEL-DIS;2866;21;2368;CINDUS-PR069; C.I.CURITIBA - 69;  9,404;  9,728;       ;       ;157,5;178,5
COPEL-DIS;2866;21;860;CMOURA-PR138; C.MOURAO - 138;  8,754;  8,927;       ;       ;209,5;221,5
COPEL-DIS;2866;21;9320;DISJP--PR069; D.S.J.PINHAIS - 69;  9,519;  9,846;       ;       ;159,0;169,5
COPEL-DIS;2866;21;9322;DISJPA-PR013; D.S.J.PINHAIS - 13,8;  9,501;  9,820;       ;       ;22,50;22,50
COPEL-DIS;2866;21;848;FCHOPI-PR138; FOZ DO CHOPIM - 138;  8,731;  8,890;       ;       ;195,0;212,5
COPEL-DIS;2866;21;2447;FIGUAN-PR138; F.IGUACUNORTE - 138;  9,438;  9,748;       ;       ;202,0;220,5
COPEL-DIS;2866;21;9334;FIGUEI-PR013; FIGUEIRA - 13,8;  8,778;  8,920;       ;       ;19,50;24,00
COPEL-DIS;2866;21;2485;FIGUEI-PR138; FIGUEIRA - 138;  8,781;  8,924;       ;       ;145,5;138,5
COPEL-DIS;2866;21;9338;GPSOUZ-PR013; PARIGOT SOUZA - 13,8;  9,887; 10,201;       ;       ; 9,50; 9,50
COPEL-DIS;2866;21;2373;GPSOUZ-PR138; PARIGOT SOUZA - 138;  9,896; 10,212;       ;       ;95,50;102,0
COPEL-DIS;2866;21;847;GUAIRA-PR138; GUAIRA - 138;  8,272;  8,359;       ;       ;69,35;68,92
COPEL-DIS;2866;21;10137;GUAOES-PR138; GUARAPUAVA OESTE - 138;  8,924;  9,086;       ;       ;108,5;107,5
COPEL-DIS;2866;21;887;IBIPOR-PR138; IBIPORA - 138;  8,724;  8,891;       ;       ;285,5;323,5
COPEL-DIS;2866;21;10259;IGUAT2-MS138; IGUATEMI 2 - 138;  8,170;  8,237;       ;       ;     ;
COPEL-DIS;2866;21;10141;IRATIN-PR138; IRATI NORTE - 138;  8,905;  9,102;       ;       ;     ;
COPEL-DIS;2866;21;2423;JAGUAR-PR138; JAGUARIAIVA - 138;  9,379;  9,638;       ;       ;216,5;250,5
COPEL-DIS;2866;21;890;LONDRI-PR138; LONDRINA COT - 138;  8,653;  8,807;       ;       ;286,5;300,0
COPEL-DIS;2866;21;10002;LONSUL-PR138; LONDRINA SUL - 138;  8,627;  8,778;       ;       ;92,50;100,0
COPEL-DIS;2866;21;869;MARING-PR138; MARINGA - 138;  8,617;  8,790;       ;       ;268,5;313,5
COPEL-DIS;2866;21;850;MEDIAN-PR138; MEDIANEIRA - 138;  9,271;  9,551;       ;       ;164,0;188,0
COPEL-DIS;2866;21;853;PBRANC-PR138; PATO BRANCO - 138;  8,760;  8,900;       ;       ;157,5;157,5
COPEL-DIS;2866;21;2383;PFISCA-PR138; POSTO FISCAL - 138; 10,140; 10,501;       ;       ;164,0;174,5
COPEL-DIS;2866;21;9329;PGRON1-PR013; PONTA G NORTE - 13,8;  9,455;  9,678;       ;       ;18,50;18,50
COPEL-DIS;2866;21;9328;PGRON2-PR034; PONTA G NORTE - 34,5;  9,455;  9,678;       ;       ;32,50;40,00
COPEL-DIS;2866;21;9326;PGROS1-PR013; PONTA G SUL - 13,8;  9,545;  9,803;       ;       ; 7,50; 9,50
COPEL-DIS;2866;21;9325;PGROS3-PR034; PONTA G SUL - 34,5;  9,545;  9,803;       ;       ;60,50;62,00
COPEL-DIS;2866;21;830;PGROSN-PR138; PONTA G NORTE - 138;  9,425;  9,658;       ;       ;212,5;209,0
COPEL-DIS;2866;21;2437;PGROSS-PR138; PONTA G SUL - 138;  9,471;  9,720;       ;       ;127,5;137,0
COPEL-DIS;2866;21;2387;PILARZ-PR069; PILARZINHO - 69;  9,432;  9,762;       ;       ;136,5;154,0
COPEL-DIS;2866;21;10004;PVINOR-PR138; PARANAVAI NORTE - 138;  8,570;  8,734;       ;       ;157,0;177,0
COPEL-DIS;2866;21;855;REALEZ-PR138; REALEZA - 138;  8,810;  8,988;       ;       ;185,5;207,5
COPEL-DIS;2866;21;546;ROSANA-SP138; ROSANA - 138;  7,428;  7,354;       ;       ; 4,40; 5,80
COPEL-DIS;2866;21;2472;SARAND-PR138; SARANDI - 138;  8,504;  8,653;       ;       ;206,5;257,0
COPEL-DIS;2866;21;9330;SMATT1-PR034; S.MATEUS SUL - 34,5;  9,203;  9,452;       ;       ;28,00;26,00
COPEL-DIS;2866;21;9331;SMATT2-PR013; S.MATEUS SUL - 13,8;  9,203;  9,452;       ;       ;16,50;18,50
COPEL-DIS;2866;21;2478;SMONIC-PR069; SANTA MONICA - 69;  9,562;  9,897;       ;       ;148,0;156,0
COPEL-DIS;2866;21;9535;SQUI-A-PR013; SANTAQUITERIA - 13,8;  9,559;  9,914;       ;       ;41,00;43,00
COPEL-DIS;2866;21;2397;SQUITE-PR069; SANTAQUITERIA - 69;  9,479;  9,815;       ;       ;162,0;186,0
COPEL-DIS;2866;21;9359;UBER-A-PR013; UBERABA - 13,8;  9,544;  9,878;       ;       ;46,50;46,50
COPEL-DIS;2866;21;2401;UBERAB-PR069; UBERABA - 69;  9,495;  9,825;       ;       ;139,0;149,0
COPEL-DIS;2866;21;2402;UMBA-A-PR069; UMBARA - 69;  9,382;  9,700;       ;       ;129,5;139,0
COPEL-DIS;2866;21;821;UMBAR2-PR230; UMBARA - 230;  9,251;  9,548;       ;       ;10,30; 1,75
COPEL-DIS;2866;21;9726;UMUSUL-PR138; UMUARAMA - 138;  8,580;  8,725;       ;       ;212,5;231,0
COPEL-DIS;2866;21;10135;UVNORT-PR138; U. VITORIA NORTE - 138;  9,031;  9,217;       ;       ;89,00;85,00
COPREL;2351;87;9675;CAL1-A-RS023; CRUZ ALTA 1 – 23;  9,129;  9,394;       ;       ;21,10;23,95
COPREL;2351;87;1333;PANAMB-RS013; PANAMBI – 13,8;  9,206;  9,495;       ;       ;14,25;14,93
COPREL;2351;87;1284;SMARTA-RS046; SANTA MARTA – 13,8;  9,614;  9,840;       ;       ; 2,00; 3,00
COPREL;2351;87;9921;VilaMari-138; VILA MARIA – 138;  9,544;  9,796;       ;       ;115,6;131,7
CPFL PAULISTA;63;7;2338;2CORRE-SP138; DOIS CORREGOS - 138;  8,142;  8,160;       ;       ;13,95;14,00
CPFL PAULISTA;63;7;2336;AMPAR1-SP138; AMPARO - 138;  8,182;  8,190;       ;       ;51,32;60,27
CPFL PAULISTA;63;7;2296;ARACAT-SP138; ARACATUBA - 138;  7,334;  7,224;       ;       ; 0,00; 0,00
CPFL PAULISTA;63;7;560;ARARAQ-SP138; ARARAQUARA CTP - 138;  7,671;  7,622;       ;       ;403,2;425,0
CPFL PAULISTA;63;7;2337;AUXILI-SP138; AUXILIADORA - 138;  8,616;  8,708;       ;       ;49,38;49,38
CPFL PAULISTA;63;7;479;BAGUAC-SP138; BAGUACU - 138;  7,334;  7,224;       ;       ;102,1;106,5
CPFL PAULISTA;63;7;633;BARIRI-SP138; BARIRI - 138;  7,917;  7,898;       ;       ;16,20;18,90
CPFL PAULISTA;63;7;562;BAURU--SP138; BAURU - 138;  7,804;  7,766;       ;       ;294,6;334,3
CPFL PAULISTA;63;7;3427;BBASSI-SP138; BADY BASSITT - 138;  7,349;  7,244;       ;       ;10,79;10,79
CPFL PAULISTA;63;7;635;BBONIT-SP138; BARRA BONITA - 138;  8,238;  8,271;       ;       ;41,40;36,20
CPFL PAULISTA;63;7;6584;BIRIG3-SP138; BIRIGUI 3 - 138;  7,258;  7,138;       ;       ;14,53;19,62
CPFL PAULISTA;63;7;2113;BNOVA-BIO138; BROTAS - 138;  8,238;  8,271;       ;       ;16,80;16,80
CPFL PAULISTA;63;7;626;BOTUCA-SP138; BOTUCATU - 138;  8,677;  8,778;       ;       ;141,8;142,4
CPFL PAULISTA;63;7;171;CAMPIN-SP138; CAMPINAS - 138;  8,213;  8,236;       ;       ;409,1;456,3
CPFL PAULISTA;63;7;498;DAMATA-SP138; DA MATA  - 138;  7,128;  6,990;       ;       ; 6,50; 6,50
CPFL PAULISTA;63;7;2339;DESCAL-SP138; DESCALVADO - 138;  7,832;  7,802;       ;       ;22,05;25,20
CPFL PAULISTA;63;7;4290;DOOSAN-SP138; DOOSAN DABO - 138;  8,041;  8,047;       ;       ; 0,10; 0,20
CPFL PAULISTA;63;7;3106;GETULI-SP138; GETULINA - 138;  7,462;  7,373;       ;       ;200,1;212,3
CPFL PAULISTA;63;7;4291;GU+TANBIO138; GUARA. TANABI - 138;  7,218;  7,093;       ;       ; 5,00; 5,00
CPFL PAULISTA;63;7;2311;GUA+BI-SP138; GUARANI - 138;  7,252;  7,131;       ;       ;34,35;40,80
CPFL PAULISTA;63;7;7686;GUARAR-SP138; GUARARAPES 2 - 138;  7,194;  7,066;       ;       ;15,88;15,15
CPFL PAULISTA;63;7;6582;IACANGBIO138; IACANGA - 138;  7,725;  7,677;       ;       ;11,70;12,70
CPFL PAULISTA;63;7;2341;IBI+IT-SP138; IBITINGA-SE - 138;  7,746;  7,701;       ;       ;44,00;48,00
CPFL PAULISTA;63;7;645;IBITIN-SP138; IBITINGA - 138;  7,730;  7,682;       ;       ; 3,36; 3,67
CPFL PAULISTA;63;7;2342;IPORA--SP138; IPORA - 138;  7,238;  7,115;       ;       ;42,48;53,65
CPFL PAULISTA;63;7;689;ITA-1Y-SP138; ITAIPAVA - 138;  7,675;  7,622;       ;       ;47,69;53,46
CPFL PAULISTA;63;7;6610;ITATIB-SP138; ITATIBA - 138;  7,997;  8,000;       ;       ;225,2;239,2
CPFL PAULISTA;63;7;2125;JA+ANT-SP138; JAU - 138;  8,064;  8,069;       ;       ;104,0;120,0
CPFL PAULISTA;63;7;7800;JBONI2-SP138; J BONIFACIO 2 - 138;  7,348;  7,242;       ;       ;15,15;17,10
CPFL PAULISTA;63;7;3111;MAGUDO---138; MORRO AGUDO - 138;  7,272;  7,167;       ;       ;408,7;431,0
CPFL PAULISTA;63;7;596;MIRAS2-SP138; MIRASSOL II - 138;  7,355;  7,251;       ;       ;379,4;416,2
CPFL PAULISTA;63;7;2291;ORIEN1-SP138; AJINOMOTO VAL - 138;  7,164;  7,033;       ;       ; 6,50; 7,50
CPFL PAULISTA;63;7;3112;PCOLO-DEF138; P. COLOMBIA - 138;  6,987;  6,834;       ;       ;400,0;400,0
CPFL PAULISTA;63;7;2345;PENAP--SP138; PENAPOLIS - 138;  7,399;  7,299;       ;       ;29,50;31,50
CPFL PAULISTA;63;7;654;PENAPO-SP138; PENAPOLIS 1 - 138;  7,390;  7,289;       ;       ;17,10;18,00
CPFL PAULISTA;63;7;2314;PINHAL-SP138; PINHAL - 138;  8,016;  8,003;       ;       ;17,91;17,50
CPFL PAULISTA;63;7;577;PIRACI-SP138; PIRACICABA - 138;  7,890;  7,889;       ;       ;335,8;430,3
CPFL PAULISTA;63;7;661;PROMIS-SP138; PROMISSAO - 138;  7,435;  7,342;       ;       ;210,0;210,0
CPFL PAULISTA;63;7;2182;QAMPAR-SP138; QUIMICA AMPAR - 138;  8,184;  8,192;       ;       ;18,50;18,50
