GENERATOR,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
EOL ASSURUA 4 II,0,11.069,11.194,11.032,11.343,11.796,11.854,12.286,12.12,12.137,12.117,12.097000000000001,12.077000000000002,12.057000000000002,12.037000000000003,12.017000000000003,11.997000000000003,11.977000000000004
EOL ASSURUA 4 III,0,11.069,11.194,11.032,11.343,11.796,11.854,12.286,12.12,12.137,12.117,12.097000000000001,12.077000000000002,12.057000000000002,12.037000000000003,12.017000000000003,11.997000000000003,11.977000000000004
EOL ASSURUA 4 IV,0,11.069,11.194,11.032,11.343,11.796,11.854,12.286,12.12,12.137,12.117,12.097000000000001,12.077000000000002,12.057000000000002,12.037000000000003,12.017000000000003,11.997000000000003,11.977000000000004
EOL ASSURUA 4 V,0,11.069,11.194,11.032,11.343,11.796,11.854,12.286,12.12,12.137,12.117,12.097000000000001,12.077000000000002,12.057000000000002,12.037000000000003,12.017000000000003,11.997000000000003,11.977000000000004
EOL ASSURUA 4 VI,0,11.069,11.194,11.032,11.343,11.796,11.854,12.286,12.12,12.137,12.117,12.097000000000001,12.077000000000002,12.057000000000002,12.037000000000003,12.017000000000003,11.997000000000003,11.977000000000004
EOL ASSURUA 5 I,0,11.069,11.194,11.032,11.343,11.796,11.854,12.286,12.12,12.137,12.117,12.097000000000001,12.077000000000002,12.057000000000002,12.037000000000003,12.017000000000003,11.997000000000003,11.977000000000004
EOL ASSURUA 5 II,0,11.069,11.194,11.032,11.343,11.796,11.854,12.286,12.12,12.137,12.117,12.097000000000001,12.077000000000002,12.057000000000002,12.037000000000003,12.017000000000003,11.997000000000003,11.977000000000004
EOL ASSURUA 5 III,0,11.069,11.194,11.032,11.343,11.796,11.854,12.286,12.12,12.137,12.117,12.097000000000001,12.077000000000002,12.057000000000002,12.037000000000003,12.017000000000003,11.997000000000003,11.977000000000004
EOL ASSURUA 5 IV,0,11.069,11.194,11.032,11.343,11.796,11.854,12.286,12.12,12.137,12.117,12.097000000000001,12.077000000000002,12.057000000000002,12.037000000000003,12.017000000000003,11.997000000000003,11.977000000000004
EOL ASSURUA 5 V,0,11.069,11.194,11.032,11.343,11.796,11.854,12.286,12.12,12.137,12.117,12.097000000000001,12.077000000000002,12.057000000000002,12.037000000000003,12.017000000000003,11.997000000000003,11.977000000000004
EOL ASSURUA 5 VI,0,11.069,11.194,11.032,11.343,11.796,11.854,12.286,12.12,12.137,12.117,12.097000000000001,12.077000000000002,12.057000000000002,12.037000000000003,12.017000000000003,11.997000000000003,11.977000000000004
EOL ASSURUA II,0,10.918,10.295,10.099,10.359,10.579,10.622,11.009,10.825,10.84,10.82,10.8,10.780000000000001,10.760000000000002,10.740000000000002,10.720000000000002,10.700000000000003,10.680000000000003
EOL ASSURUA III,0,10.918,10.295,10.099,10.359,10.579,10.622,11.009,10.825,10.84,10.82,10.8,10.780000000000001,10.760000000000002,10.740000000000002,10.720000000000002,10.700000000000003,10.680000000000003
EOL ASSURUA IV,0,10.918,10.295,10.099,10.359,10.579,10.622,11.009,10.825,10.84,10.82,10.8,10.780000000000001,10.760000000000002,10.740000000000002,10.720000000000002,10.700000000000003,10.680000000000003
EOL ASSURUA V,0,10.918,10.295,10.099,10.359,10.579,10.622,11.009,10.825,10.84,10.82,10.8,10.780000000000001,10.760000000000002,10.740000000000002,10.720000000000002,10.700000000000003,10.680000000000003
EOL ASSURUA VII,0,10.918,10.295,10.099,10.359,10.579,10.622,11.009,10.825,10.84,10.82,10.8,10.780000000000001,10.760000000000002,10.740000000000002,10.720000000000002,10.700000000000003,10.680000000000003
EOL ATLANTICA I,0,5.5,8.011,8.083,7.886,7.119,6.789,6.719,6.933,6.943,6.923,6.9030000000000005,6.883000000000001,6.863000000000001,6.843000000000002,6.823000000000002,6.803000000000003,6.783000000000003
EOL ATLANTICA II,0,5.5,8.011,8.083,7.886,7.119,6.789,6.719,6.933,6.943,6.923,6.9030000000000005,6.883000000000001,6.863000000000001,6.843000000000002,6.823000000000002,6.803000000000003,6.783000000000003
EOL ATLANTICA IV,0,5.5,8.011,8.083,7.886,7.119,6.789,6.719,6.933,6.943,6.923,6.9030000000000005,6.883000000000001,6.863000000000001,6.843000000000002,6.823000000000002,6.803000000000003,6.783000000000003
EOL ATLANTICA V,0,5.5,8.011,8.083,7.886,7.119,6.789,6.719,6.933,6.943,6.923,6.9030000000000005,6.883000000000001,6.863000000000001,6.843000000000002,6.823000000000002,6.803000000000003,6.783000000000003
EOL AURA CAETITE 01,0,10.456,10.787,10.559,10.919,11.481,11.543,11.966,11.752,11.769,11.749,11.729000000000001,11.709000000000001,11.689000000000002,11.669000000000002,11.649000000000003,11.629000000000003,11.609000000000004
EOL AURA CAETITE 02,0,10.456,10.787,10.559,10.919,11.481,11.543,11.966,11.752,11.769,11.749,11.729000000000001,11.709000000000001,11.689000000000002,11.669000000000002,11.649000000000003,11.629000000000003,11.609000000000004
EOL AURA CAETITE 03,0,10.456,10.787,10.559,10.919,11.481,11.543,11.966,11.752,11.769,11.749,11.729000000000001,11.709000000000001,11.689000000000002,11.669000000000002,11.649000000000003,11.629000000000003,11.609000000000004
EOL AURA CAETITE 04,0,10.456,10.787,10.559,10.919,11.481,11.543,11.966,11.752,11.769,11.749,11.729000000000001,11.709000000000001,11.689000000000002,11.669000000000002,11.649000000000003,11.629000000000003,11.609000000000004
EOL AURA LAGOA DO BARRO 01,0,10.859,10.181,10.115,10.344,11.32,11.327,11.782,11.655,11.672,11.652000000000001,11.632000000000001,11.612000000000002,11.592000000000002,11.572000000000003,11.552000000000003,11.532000000000004,11.512000000000004
EOL AURA LAGOA DO BARRO 02,0,10.859,10.181,10.115,10.344,11.32,11.327,11.782,11.655,11.672,11.652000000000001,11.632000000000001,11.612000000000002,11.592000000000002,11.572000000000003,11.552000000000003,11.532000000000004,11.512000000000004
EOL AURA LAGOA DO BARRO 03,0,10.859,10.181,10.115,10.344,11.32,11.327,11.782,11.655,11.672,11.652000000000001,11.632000000000001,11.612000000000002,11.592000000000002,11.572000000000003,11.552000000000003,11.532000000000004,11.512000000000004
