Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
44812; VEREDA - 345;; 10,957;  6,218;  9,062;  8,663;;;  8,663;
5471; DELM. GOUVEIA - 230;;  7,198; 15,546; 10,537; 10,138;;; 10,138;
5804; D.PITUACU - 230;;  5,277; 10,324;  7,296;  6,897;;;  6,897;
420; DOMENICO RANGONI - 345;;  3,444;  0,000;  2,067;  4,408;;;  4,408;
4892; DARDANELOS - 230;; 10,185;  0,918;  6,478;  6,079;;;  6,079;
5730; DER.OLD 1- 230;;  5,917; 12,577;  8,581;  8,182;;;  8,182;
945; DESTERRO - 230;;  0,994;  0,000;  0,596;  4,408;;;  4,408;
1223; DONA FRANCISCA - 230;;  3,506;  0,000;  2,104;  4,408;;;  4,408;
818; D. INDUSTRIAL SJP - 230;;  1,734;  0,000;  1,041;  4,408;;;  4,408;
10101; DOURADOS 2 - 230;;  6,565;  0,000;  3,939;  4,408;;;  4,408;
1086; DOURADOS - 230;;  6,389;  0,000;  3,833;  4,408;;;  4,408;
5681; E. MARTIN - 230;;  8,962; 14,856; 11,320; 10,921;;; 10,921;
410; EDGARD SOUZA - 230;;  2,937;  0,000;  1,762;  4,408;;;  4,408;
3018; EDEIA - 230;;  9,784;  2,247;  6,769;  6,370;;;  6,370;
1212; ELDORADO - 230;;  1,867;  0,000;  1,120;  4,408;;;  4,408;
5872; EMBASA - 230;;  6,152;  9,356;  7,433;  7,034;;;  7,034;
320; EMBORCACAO - 500;;  8,410;  3,421;  6,415;  6,016;;;  6,016;
582; EMBU-GUACU - 345;;  3,490;  0,000;  2,094;  4,408;;;  4,408;
581; EMBU-GUACU - 440;;  3,827;  0,000;  2,296;  4,408;;;  4,408;
6001; ENCRUZO - 230;;  5,939; 12,594;  8,601;  8,202;;;  8,202;
41413; ENSEAD-SC2 - 30;;  1,631;  0,000;  0,978;  4,408;;;  4,408;
3012; ESTREITO - 345;;  6,788;  1,139;  4,528;  4,408;;;  4,408;
3010; ESTREITO - 500;;  6,767;  1,405;  4,622;  4,408;;;  4,408;
5972; EUNAPOLI - 230;;  4,649;  3,916;  4,356;  4,408;;;  4,408;
6131; EXTREMOZ II - 230;;  8,599; 17,227; 12,051; 11,652;;; 11,652;
610; F.DIAS - 440;;  5,301;  0,000;  3,181;  4,408;;;  4,408;
609; F.DIAS - 500;;  5,775;  0,000;  3,465;  4,408;;;  4,408;
60; F.IGUACU - 765;;  4,885;  0,000;  2,931;  4,408;;;  4,408;
962; FARROUPILHA - 230;;  2,577;  0,000;  1,546;  4,408;;;  4,408;
1071; FOZ DO CHAPECO - 230;;  3,740;  0,000;  2,244;  4,408;;;  4,408;
898; FCHOPIM--230;;  3,592;  0,000;  2,155;  4,408;;;  4,408;
6980; FEIJO - 230;;  8,405;  0,000;  5,043;  4,644;;;  4,644;
41450; FIBR-F RS - 230;;  1,891;  0,000;  1,135;  4,408;;;  4,408;
1315; FIBRAPLAC - 230;;  1,848;  0,000;  1,109;  4,408;;;  4,408;
843; F.IGUACUNORTE - 230;;  1,639;  0,000;  0,984;  4,408;;;  4,408;
884; FIGUEIRA - 230;;  3,201;  0,000;  1,920;  4,408;;;  4,408;
2992; FIRMINOPOLIS - 230;;  9,350;  1,669;  6,278;  5,879;;;  5,879;
5420; FLORESTA II - 230;;  8,236; 16,083; 11,375; 10,976;;; 10,976;
5755; FORD - 230;;  5,538; 10,863;  7,668;  7,269;;;  7,269;
