CONCESSIONÁRIA;Cód. ANEEL;Cód. ONS;BARRA;NOME;PONTO DE CONEXÃO;TUST RB Ponta;TUST RB Fora Ponta;TUST FR Ponta;TUST FR Fora Ponta;MUST RB Ponta;MUST RB Fora Ponta
CEEE-D;5707;23;1232;OSORI2-RS069; OSORIO 2 - 69;  8,169;  8,886;       ;       ;87,50;87,50
CEEE-D;5707;23;9247;PAL12--RS069; JARDIM BOTANICO - 69;  8,759;  9,556;       ;       ;61,50;61,50
CEEE-D;5707;23;9246;PAL13A-RS013; PORTOALEGRE13 - 13,8;  8,860;  9,640;       ;       ;60,00;60,00
CEEE-D;5707;23;9245;PALE10-RS013; PORTOALEGRE10 - 13,8;  8,822;  9,632;       ;       ;37,00;37,00
CEEE-D;5707;23;9234;PALE1A-RS069; PORTO ALEGRE 1 - 69;  8,605;  9,378;       ;       ;56,65;63,70
CEEE-D;5707;23;9243;PALE4A-RS013; PORTOALEGRE 4 - 13,8;  8,715;  9,511;       ;       ;93,00;110,0
CEEE-D;5707;23;9244;PALEG6-RS013; PORTOALEGRE6 - 13,8;  8,684;  9,456;       ;       ;35,00;35,00
CEEE-D;5707;23;1352;PALEG9-RS013; PORTO ALEGRE9 - 13,8;  8,475;  9,226;       ;       ;25,00;30,00
CEEE-D;5707;23;1269;PALG10-RS069; PORTOALEGRE10 - 69;  8,768;  9,565;       ;       ;60,00;65,00
CEEE-D;5707;23;1262;PALGR6-RS069; PORTOALEGRE6 - 69;  8,741;  9,530;       ;       ;67,50;72,50
CEEE-D;5707;23;1271;PALGR8-RS069; PORTO ALEGRE8 - 69;  8,556;  9,319;       ;       ;60,00;60,00
CEEE-D;5707;23;1266;PALGR9-RS069; PORTO ALEGRE9 - 69;  8,537;  9,299;       ;       ; 9,55;10,06
CEEE-D;5707;23;1240;PELOT3-RS138; PELOTAS3 - 138;  7,949;  8,640;       ;       ;130,0;140,0
CEEE-D;5707;23;1238;PMEDIC-RS138; P.MEDICI - 138;  7,590;  8,242;       ;       ;30,00;40,00
CEEE-D;5707;23;1245;QUINTA-RS069; QUINTA - 69;  7,903;  8,570;       ;       ;82,50;85,00
CEEE-D;5707;23;1247;QUINTA-RS138; QUINTA - 138;  7,912;  8,584;       ;       ;34,50;38,00
CEEE-D;5707;23;9303;RESTIN-RS069; RESTINGA - 69;  8,894;  9,671;       ;       ;90,00;90,00
CEEE-D;5707;23;9559;SJERUT-RS069; N.S. JERONIMO - 69;  8,270;  8,967;       ;       ; 6,00; 6,00
CEEE-D;5707;23;9823;SVPAL2-RS138; S V PALMAR 2 - 138;  7,619;  8,246;       ;       ;15,00;40,00
CEEE-D;5707;23;9694;TORRE2-RS069; TORRES 2- 69;  8,559;  9,321;       ;       ;23,50;25,85
CEEE-D;5707;23;9264;VIAMA3-RS069; VIAMAO 3 - 69;  8,585;  9,332;       ;       ;95,00;95,00
CELESC-DIS;5697;25;948;BIGUAC-SC138; BIGUACU - 138;  8,432;  9,104;       ;       ;425,0;487,0
CELESC-DIS;5697;25;940;BLUMEN-SC138; BLUMENAU - 138;  8,471;  9,122;       ;       ;309,0;381,0
CELESC-DIS;5697;25;2725;CANOIN-SC138; CANOINHAS ESU - 138;  8,903;  9,559;       ;       ;250,0;280,0
CELESC-DIS;5697;25;958;CNOVOE-SC138; C.NOVOS - 138;  7,629;  8,196;       ;       ;268,0;290,0
CELESC-DIS;5697;25;2706;DESTER-SC138; DESTERRO - 138;  8,752;  9,493;       ;       ;123,0;140,0
CELESC-DIS;5697;25;2749;FORQUI-SC069; FORQUILHINHA - 69;  8,426;  9,169;       ;       ;55,00;71,00
CELESC-DIS;5697;25;9534;GASPA2-SC138; GASPAR-2-138;  8,625;  9,424;       ;       ;301,0;379,0
CELESC-DIS;5697;25;2780;INDAIA-SC138; INDAIAL - 138;  8,609;  9,397;       ;       ;147,0;190,0
CELESC-DIS;5697;25;10071;ITAJA2-SC138; ITAJAI 2 - 138;  8,477;  9,132;       ;       ;195,0;230,0
CELESC-DIS;5697;25;2775;ITAJFZ-SC138; ITAJAI - 138;  8,470;  9,128;       ;       ;375,0;321,0
CELESC-DIS;5697;25;2783;JARAGU-SC138; JARAGUA DO SUL - 138;  8,565;  9,229;       ;       ;133,0;179,0
CELESC-DIS;5697;25;1008;JLAC-A-SC069; U.JLACERDA-A - 69;  8,026;  8,709;       ;       ;102,0;108,0
CELESC-DIS;5697;25;1007;JLAC-A-SC138; U.JLACERDA-A - 138;  8,059;  8,743;       ;       ;113,0;114,0
CELESC-DIS;5697;25;2724;JOINOR-SC138; JOINV.NORTE - 138;  8,800;  9,495;       ;       ;319,0;394,0
CELESC-DIS;5697;25;1017;JOINVI-SC069; JOINVILLE - 69;  8,796;  9,492;       ;       ;81,00;104,0
CELESC-DIS;5697;25;1016;JOINVI-SC138; JOINVILLE - 138;  8,770;  9,460;       ;       ;337,0;394,0
CELESC-DIS;5697;25;10057;JOISUL-SC138; JOINVILLE SUL - 138;  8,530;  9,171;       ;       ;178,0;211,0
CELESC-DIS;5697;25;2805;LAGES--SC138; LAGES - 138;  8,049;  8,717;       ;       ;198,0;223,0
CELESC-DIS;5697;25;1035;PALH-E-SC138; PALHOCA ESU - 138;  8,567;  9,279;       ;       ;336,0;369,0
CELESC-DIS;5697;25;9841;PINHA2-SC138; PINHALZINHO 2 - 138;  7,671;  8,254;       ;       ;252,0;284,0
CELESC-DIS;5697;25;2847;RIOSUL-SC138; RIO DO SUL - 138;  8,543;  9,318;       ;       ;191,0;246,0
CELESC-DIS;5697;25;9993;Ratones--138; RATONES - 138;  8,616;  9,327;       ;       ;205,0;215,0
CELESC-DIS;5697;25;2857;SIDERO-SC069; SIDEROPOL.ESU - 69;  8,270;  8,963;       ;       ;17,26;21,32
CELESC-DIS;5697;25;1065;TUBARAOS--69; TUBARAO SUL - 69;  8,157;  8,857;       ;       ;50,00;58,00
CELESC-DIS;5697;25;1064;TUBARAOS-138; TUBARAO SUL – 138;  8,223;  8,923;       ;       ;88,00;107,0
CELESC-DIS;5697;25;2891;VIDEI2-SC138; VIDEIRA - 138;  7,889;  8,503;       ;       ;245,0;263,0
CELESC-DIS;5697;25;2896;XANXER-SC138; XANXERE ESU - 138;  7,627;  8,195;       ;       ;400,0;445,0
CEMIG-D;4950;2;4081;ARACUA-MG138; ARACUAI 2 - 138;  5,672;  5,155;       ;       ;239,0;239,0
CEMIG-D;4950;2;7411;ARAXA3-MG138; ARAXA 3 - 138;  7,034;  6,786;       ;       ;147,0;162,0
CEMIG-D;4950;2;309;BARBA-PCH138; BARBACENA 2 - 138;  8,111;  7,998;       ;       ;209,0;266,0
CEMIG-D;4950;2;314;BARREI-MG138; BARREIRO 1 - 138;  7,809;  7,597;       ;       ;690,0;690,0
CEMIG-D;4950;2;4339;BETIM6---138; BETIM 6 - 138;  7,652;  7,427;       ;       ;347,0;363,0
CEMIG-D;4950;2;9064;BRAUNA-MG138; BRAUNAS - 138;  7,791;  7,536;       ;       ;137,0;137,0
CEMIG-D;4950;2;9063;BRAUNA-MG161; BRAUNAS - 161;  7,803;  7,542;       ;       ;26,00;26,00
CEMIG-D;4950;2;9014;C.PENA-MG069; CONSE. PENA - 69;  7,502;  7,253;       ;       ;30,00;29,00
CEMIG-D;4950;2;9009;CPENA--MG013; CONSE. PENA - 13,8;  7,502;  7,253;       ;       ;30,00;29,00
CEMIG-D;4950;2;321;EMBORC-MG138; EMBORCACAO - 138;  6,894;  6,622;       ;       ;128,2;133,5
CEMIG-D;4950;2;9007;GVA-T9-MG013; G.VALADARES 2 - 13,8;  7,512;  7,258;       ;       ;66,00;65,00
CEMIG-D;4950;2;1532;IPATD-PCH161; IPATINGA 1 - 161;  7,844;  7,607;       ;       ;160,5;160,5
CEMIG-D;4950;2;9011;IPATI1-MG013; IPATINGA 1 - 13,8;  7,853;  7,619;       ;       ;44,00;44,00
CEMIG-D;4950;2;1535;IPATIN-MG138; IPATINGA 1 - 138;  7,848;  7,613;       ;       ;210,0;210,0
CEMIG-D;4950;2;1537;ITABI2-MG069; ITABIRA 2 - 69;  7,907;  7,681;       ;       ;58,50;58,50
CEMIG-D;4950;2;9020;ITABI2PCH013; ITABIRA 2 - 13,8;  7,748;  7,501;       ;       ;32,00;32,00
CEMIG-D;4950;2;1504;ITAJU3PCH138; ITAJUBA 3 - 138;  7,858;  7,781;       ;       ;340,0;340,0
CEMIG-D;4950;2;323;ITUTIN-MG138; ITUTINGA-SE - 138;  8,034;  7,901;       ;       ;270,0;270,0
CEMIG-D;4950;2;332;J.FORAPCH138; JUIZ DE FORA1 - 138;  8,145;  8,042;       ;       ;313,0;375,0
CEMIG-D;4950;2;330;JAGUAR-MG138; JAGUARA-SE - 138;  7,141;  6,918;       ;       ;185,0;197,0
CEMIG-D;4950;2;4391;JAIBA--MG138; JAIBA - 138;  4,814;  4,207;       ;       ;100,0;112,0
CEMIG-D;4950;2;4312;JANAU3-MG138; JANAUBA 3 - 138;  5,238;  4,698;       ;       ;137,0;137,0
CEMIG-D;4950;2;4326;JMONLEV4--69; J. MONLEVADE 4 - 69;  8,016;  7,805;       ;       ;58,50;58,50
CEMIG-D;4950;2;337;LAFAIE-MG138; LAFAIETE 1 - 138;  8,021;  7,877;       ;       ;331,0;340,0
CEMIG-D;4950;2;187;M.MORA-MG138; M. MORAES - 138;  7,506;  7,361;       ;       ;277,4;310,5
CEMIG-D;4950;2;7409;MALGR2-MG138; M A DE MINAS 2 -138;  7,107;  6,883;       ;       ;203,0;213,0
CEMIG-D;4950;2;342;MCLAR2-MG138; MONTESCLAROS2 - 138;  5,929;  5,469;       ;       ;288,0;292,0
CEMIG-D;4950;2;353;NEVES-BIO138; NEVES 1 - 138;  7,336;  7,076;       ;       ;750,0;750,0
CEMIG-D;4950;2;386;OPRET2-MG138; OURO PRETO 2 - 138;  7,644;  7,432;       ;       ;461,0;461,0
CEMIG-D;4950;2;4066;PARAC4-MG138; PARACATU 4 - 138;  6,664;  6,335;       ;       ;280,0;349,0
CEMIG-D;4950;2;368;PIMENT-MG138; PIMENTA - 138;  7,705;  7,534;       ;       ;261,0;261,0
CEMIG-D;4950;2;1569;PIRAP2-MG138; PIRAPORA 2 - 138;  6,284;  5,871;       ;       ;353,0;399,0
CEMIG-D;4950;2;4095;SDUMO2-MG138; SANT.DUMONT 2 - 138;  8,129;  8,022;       ;       ;261,0;287,0
CEMIG-D;4950;2;377;SGONC-PCH138; S. G. DO PARA - 138;  7,480;  7,251;       ;       ;630,0;630,0
CEMIG-D;4950;2;9049;SGOTA2-MG138; SAO GOTARDO 2 - 138;  6,749;  6,421;       ;       ;175,0;175,0
CEMIG-D;4950;2;1478;SLAGO4-MG138; SETE LAGOAS 4 - 138;  7,341;  7,074;       ;       ;289,0;291,0
CEMIG-D;4950;2;376;TAQUAR-MG138; TAQUARIL - 138;  7,683;  7,468;       ;       ;287,0;303,0
CEMIG-D;4950;2;9031;TIMOT1-MG013; TIMOTEO 1 - 13,8;  8,321;  8,182;       ;       ;43,00;41,00
CEMIG-D;4950;2;4313;TIMOT2-MG069; TIMOTEO 2 - 69;  8,024;  7,826;       ;       ;40,00;40,00
CEMIG-D;4950;2;382;TMARIA-MG138; TRES MARIAS - 138;  6,273;  5,868;       ;       ; 0,00; 0,00
CEMIG-D;4950;2;7343;UBER10-MG138; UBERLANDIA 10 - 138;  6,978;  6,726;       ;       ;127,0;132,0
CEMIG-D;4950;2;348;VALADAPCH138; G.VALADARES 2 - 138;  7,534;  7,280;       ;       ;250,0;250,0
CEMIG-D;4950;2;4361;VARGI4-MG138; VARGINHA 4 - 138;  8,011;  7,877;       ;       ;220,0;220,0
CEMIG-D;4950;2;4028;VESPA2-MG500; VESPASIANO 2 - 500;  7,336;  7,074;       ;       ;429,0;439,0
CEMIG-D;4950;2;399;VPALM-PCH138; VARZEA PALMA 1 - 138;  6,274;  5,862;       ;       ;179,0;209,0
CEMIRIM;7467;68;3138;HOLAM1-SP138; CEMIRIM - 138;  8,220;  8,242;       ;       ;20,40;28,30
CERILUZ;2763;80;9674;IJUI1--RS023; IJUI 1 - 23;  7,986;  8,729;       ;       ;36,00;36,38
CERTEL ENERGIA;7371;53;9782;Lajeado3-069; LAJEADO 3 - 69;  8,623;  9,380;       ;       ;100,0;100,0
COPEL-DIS;2866;21;879;APUCAR-PR138; APUCARANA - 138;  8,288;  8,604;       ;       ;204,5;246,5
COPEL-DIS;2866;21;9336;AREIA--PR013; AREIA - 13,8;  8,118;  8,583;       ;       ; 9,00;11,00
COPEL-DIS;2866;21;823;AREIA--PR138; AREIA - 138;  8,119;  8,585;       ;       ;243,0;243,0
COPEL-DIS;2866;21;9891;AndiraLe-138; ANDIRA LESTE - 138;  8,335;  8,573;       ;       ;118,0;131,5
COPEL-DIS;2866;21;2359;BATEIA-PR138; BATEIAS - 138;  8,487;  9,036;       ;       ;179,5;200,0
COPEL-DIS;2866;21;840;CASCAV-PR138; CASCAVEL - 138;  8,180;  8,581;       ;       ;329,5;365,5
COPEL-DIS;2866;21;9539;CASNOR-PR138; CASCAVEL NORT - 138;  8,170;  8,563;       ;       ;204,5;234,0
COPEL-DIS;2866;21;9332;CASS-A-PR013; CAMPO ASSOBIO - 13,8;  8,757;  9,363;       ;       ;28,00;28,00
COPEL-DIS;2866;21;2354;CASSOB-PR138; CAMPO ASSOBIO - 138;  8,737;  9,334;       ;       ;130,5;130,5
COPEL-DIS;2866;21;2418;CASTRO-PR138; CASTRO NORTE - 138;  8,725;  9,207;       ;       ;129,5;129,5
COPEL-DIS;2866;21;10033;CBACEN-PR069; CURITIBA CENTRO - 138 (69kV);  8,730;  9,351;       ;       ;145,5;163,0
COPEL-DIS;2866;21;9698;CBANOR-PR138; CURITIBA NORT - 138;  8,583;  9,191;       ;       ;62,00;83,50
COPEL-DIS;2866;21;9321;CCOM-A-PR013; C.COMPRIDO - 13,8;  8,563;  9,142;       ;       ;34,00;39,00
COPEL-DIS;2866;21;2363;CCOMPR-PR069; C.COMPRIDO - 69;  8,656;  9,262;       ;       ;124,0;137,5
COPEL-DIS;2866;21;9342;CINDUA-PR013; C.I.CURITIBA - 13,8;  8,648;  9,254;       ;       ;53,50;69,50
COPEL-DIS;2866;21;2368;CINDUS-PR069; C.I.CURITIBA - 69;  8,655;  9,263;       ;       ;157,5;178,5
COPEL-DIS;2866;21;860;CMOURA-PR138; C.MOURAO - 138;  8,188;  8,593;       ;       ;209,5;221,5
COPEL-DIS;2866;21;9320;DISJP--PR069; D.S.J.PINHAIS - 69;  8,732;  9,354;       ;       ;159,0;169,5
COPEL-DIS;2866;21;9322;DISJPA-PR013; D.S.J.PINHAIS - 13,8;  8,717;  9,331;       ;       ;22,50;22,50
COPEL-DIS;2866;21;848;FCHOPI-PR138; FOZ DO CHOPIM - 138;  7,988;  8,431;       ;       ;195,0;212,5
COPEL-DIS;2866;21;2447;FIGUAN-PR138; F.IGUACUNORTE - 138;  8,888;  9,424;       ;       ;202,0;220,5
COPEL-DIS;2866;21;9334;FIGUEI-PR013; FIGUEIRA - 13,8;  8,356;  8,688;       ;       ;19,50;24,00
COPEL-DIS;2866;21;2485;FIGUEI-PR138; FIGUEIRA - 138;  8,357;  8,689;       ;       ;145,5;138,5
COPEL-DIS;2866;21;9338;GPSOUZ-PR013; PARIGOT SOUZA - 13,8;  8,736;  9,457;       ;       ; 9,50; 9,50
COPEL-DIS;2866;21;2373;GPSOUZ-PR138; PARIGOT SOUZA - 138;  8,748;  9,469;       ;       ;95,50;102,0
COPEL-DIS;2866;21;847;GUAIRA-PR138; GUAIRA - 138;  7,914;  8,169;       ;       ;69,35;68,92
COPEL-DIS;2866;21;10137;GUAOES-PR138; GUARAPUAVA OESTE - 138;  8,132;  8,593;       ;       ;108,5;107,5
COPEL-DIS;2866;21;887;IBIPOR-PR138; IBIPORA - 138;  8,438;  8,755;       ;       ;285,5;323,5
COPEL-DIS;2866;21;10259;IGUAT2-MS138; IGUATEMI 2 - 138;  7,885;  8,102;       ;       ;     ;
COPEL-DIS;2866;21;10141;IRATIN-PR138; IRATI NORTE - 138;  8,272;  8,719;       ;       ;     ;
COPEL-DIS;2866;21;2423;JAGUAR-PR138; JAGUARIAIVA - 138;  8,841;  9,322;       ;       ;216,5;250,5
COPEL-DIS;2866;21;890;LONDRI-PR138; LONDRINA COT - 138;  8,366;  8,670;       ;       ;286,5;300,0
COPEL-DIS;2866;21;10002;LONSUL-PR138; LONDRINA SUL - 138;  8,320;  8,627;       ;       ;92,50;100,0
COPEL-DIS;2866;21;869;MARING-PR138; MARINGA - 138;  8,202;  8,561;       ;       ;268,5;313,5
COPEL-DIS;2866;21;850;MEDIAN-PR138; MEDIANEIRA - 138;  8,720;  9,226;       ;       ;164,0;188,0
COPEL-DIS;2866;21;853;PBRANC-PR138; PATO BRANCO - 138;  7,783;  8,277;       ;       ;157,5;157,5
COPEL-DIS;2866;21;2383;PFISCA-PR138; POSTO FISCAL - 138;  9,065;  9,810;       ;       ;164,0;174,5
COPEL-DIS;2866;21;9329;PGRON1-PR013; PONTA G NORTE - 13,8;  8,836;  9,305;       ;       ;18,50;18,50
COPEL-DIS;2866;21;9328;PGRON2-PR034; PONTA G NORTE - 34,5;  8,836;  9,305;       ;       ;32,50;40,00
COPEL-DIS;2866;21;9326;PGROS1-PR013; PONTA G SUL - 13,8;  8,902;  9,413;       ;       ; 7,50; 9,50
COPEL-DIS;2866;21;9325;PGROS3-PR034; PONTA G SUL - 34,5;  8,902;  9,413;       ;       ;60,50;62,00
COPEL-DIS;2866;21;830;PGROSN-PR138; PONTA G NORTE - 138;  8,792;  9,275;       ;       ;212,5;209,0
COPEL-DIS;2866;21;2437;PGROSS-PR138; PONTA G SUL - 138;  8,827;  9,329;       ;       ;127,5;137,0
COPEL-DIS;2866;21;2387;PILARZ-PR069; PILARZINHO - 69;  8,685;  9,299;       ;       ;136,5;154,0
COPEL-DIS;2866;21;10004;PVINOR-PR138; PARANAVAI NORTE - 138;  8,160;  8,509;       ;       ;157,0;177,0
COPEL-DIS;2866;21;855;REALEZ-PR138; REALEZA - 138;  8,106;  8,556;       ;       ;185,5;207,5
COPEL-DIS;2866;21;546;ROSANA-SP138; ROSANA - 138;  7,526;  7,507;       ;       ; 4,40; 5,80
COPEL-DIS;2866;21;2472;SARAND-PR138; SARANDI - 138;  8,115;  8,443;       ;       ;206,5;257,0
COPEL-DIS;2866;21;9330;SMATT1-PR034; S.MATEUS SUL - 34,5;  8,460;  8,992;       ;       ;28,00;26,00
COPEL-DIS;2866;21;9331;SMATT2-PR013; S.MATEUS SUL - 13,8;  8,460;  8,992;       ;       ;16,50;18,50
COPEL-DIS;2866;21;2478;SMONIC-PR069; SANTA MONICA - 69;  8,758;  9,394;       ;       ;148,0;156,0
COPEL-DIS;2866;21;9535;SQUI-A-PR013; SANTAQUITERIA - 13,8;  8,798;  9,440;       ;       ;41,00;43,00
COPEL-DIS;2866;21;2397;SQUITE-PR069; SANTAQUITERIA - 69;  8,722;  9,344;       ;       ;162,0;186,0
COPEL-DIS;2866;21;9359;UBER-A-PR013; UBERABA - 13,8;  8,772;  9,397;       ;       ;46,50;46,50
COPEL-DIS;2866;21;2401;UBERAB-PR069; UBERABA - 69;  8,723;  9,344;       ;       ;139,0;149,0
COPEL-DIS;2866;21;2402;UMBA-A-PR069; UMBARA - 69;  8,625;  9,230;       ;       ;129,5;139,0
COPEL-DIS;2866;21;821;UMBAR2-PR230; UMBARA - 230;  8,490;  9,074;       ;       ;10,30; 1,75
COPEL-DIS;2866;21;9726;UMUSUL-PR138; UMUARAMA - 138;  8,153;  8,487;       ;       ;212,5;231,0
COPEL-DIS;2866;21;10135;UVNORT-PR138; U. VITORIA NORTE - 138;  8,259;  8,737;       ;       ;89,00;85,00
COPREL;2351;87;9675;CAL1-A-RS023; CRUZ ALTA 1 – 23;  7,707;  8,462;       ;       ;21,10;23,95
COPREL;2351;87;1333;PANAMB-RS013; PANAMBI – 13,8;  7,836;  8,598;       ;       ;14,25;14,93
COPREL;2351;87;1284;SMARTA-RS046; SANTA MARTA – 13,8;  8,397;  9,050;       ;       ; 2,00; 3,00
COPREL;2351;87;9921;VilaMari-138; VILA MARIA – 138;  8,293;  8,981;       ;       ;115,6;131,7
CPFL PAULISTA;63;7;2338;2CORRE-SP138; DOIS CORREGOS - 138;  8,256;  8,310;       ;       ;13,95;14,00
CPFL PAULISTA;63;7;2336;AMPAR1-SP138; AMPARO - 138;  8,317;  8,349;       ;       ;51,32;60,27
CPFL PAULISTA;63;7;2296;ARACAT-SP138; ARACATUBA - 138;  7,496;  7,427;       ;       ; 0,00; 0,00
CPFL PAULISTA;63;7;560;ARARAQ-SP138; ARARAQUARA CTP - 138;  7,828;  7,801;       ;       ;403,2;425,0
CPFL PAULISTA;63;7;2337;AUXILI-SP138; AUXILIADORA - 138;  8,680;  8,821;       ;       ;49,38;49,38
CPFL PAULISTA;63;7;479;BAGUAC-SP138; BAGUACU - 138;  7,496;  7,427;       ;       ;102,1;106,5
CPFL PAULISTA;63;7;633;BARIRI-SP138; BARIRI - 138;  8,040;  8,062;       ;       ;16,20;18,90
CPFL PAULISTA;63;7;562;BAURU--SP138; BAURU - 138;  7,933;  7,937;       ;       ;294,6;334,3
CPFL PAULISTA;63;7;3427;BBASSI-SP138; BADY BASSITT - 138;  7,521;  7,449;       ;       ;10,79;10,79
CPFL PAULISTA;63;7;635;BBONIT-SP138; BARRA BONITA - 138;  8,337;  8,412;       ;       ;41,40;36,20
CPFL PAULISTA;63;7;6584;BIRIG3-SP138; BIRIGUI 3 - 138;  7,415;  7,339;       ;       ;14,53;19,62
CPFL PAULISTA;63;7;2113;BNOVA-BIO138; BROTAS - 138;  8,338;  8,412;       ;       ;16,80;16,80
CPFL PAULISTA;63;7;626;BOTUCA-SP138; BOTUCATU - 138;  8,735;  8,886;       ;       ;141,8;142,4
CPFL PAULISTA;63;7;171;CAMPIN-SP138; CAMPINAS - 138;  8,273;  8,339;       ;       ;409,1;456,3
CPFL PAULISTA;63;7;498;DAMATA-SP138; DA MATA  - 138;  7,283;  7,193;       ;       ; 6,50; 6,50
CPFL PAULISTA;63;7;2339;DESCAL-SP138; DESCALVADO - 138;  7,990;  7,980;       ;       ;22,05;25,20
CPFL PAULISTA;63;7;4290;DOOSAN-SP138; DOOSAN DABO - 138;  8,170;  8,203;       ;       ; 0,10; 0,20
CPFL PAULISTA;63;7;3106;GETULI-SP138; GETULINA - 138;  7,611;  7,566;       ;       ;200,1;212,3
CPFL PAULISTA;63;7;4291;GU+TANBIO138; GUARA. TANABI - 138;  7,398;  7,305;       ;       ; 5,00; 5,00
CPFL PAULISTA;63;7;2311;GUA+BI-SP138; GUARANI - 138;  7,409;  7,332;       ;       ;34,35;40,80
CPFL PAULISTA;63;7;7686;GUARAR-SP138; GUARARAPES 2 - 138;  7,348;  7,267;       ;       ;15,88;15,15
CPFL PAULISTA;63;7;6582;IACANGBIO138; IACANGA - 138;  7,864;  7,855;       ;       ;11,70;12,70
CPFL PAULISTA;63;7;2341;IBI+IT-SP138; IBITINGA-SE - 138;  7,883;  7,877;       ;       ;44,00;48,00
CPFL PAULISTA;63;7;645;IBITIN-SP138; IBITINGA - 138;  7,867;  7,859;       ;       ; 3,36; 3,67
CPFL PAULISTA;63;7;2342;IPORA--SP138; IPORA - 138;  7,394;  7,317;       ;       ;42,48;53,65
CPFL PAULISTA;63;7;689;ITA-1Y-SP138; ITAIPAVA - 138;  7,853;  7,811;       ;       ;47,69;53,46
CPFL PAULISTA;63;7;6610;ITATIB-SP138; ITATIBA - 138;  7,985;  8,052;       ;       ;225,2;239,2
CPFL PAULISTA;63;7;2125;JA+ANT-SP138; JAU - 138;  8,176;  8,222;       ;       ;104,0;120,0
CPFL PAULISTA;63;7;7800;JBONI2-SP138; J BONIFACIO 2 - 138;  7,517;  7,446;       ;       ;15,15;17,10
CPFL PAULISTA;63;7;3111;MAGUDO---138; MORRO AGUDO - 138;  7,484;  7,377;       ;       ;408,7;431,0
CPFL PAULISTA;63;7;596;MIRAS2-SP138; MIRASSOL II - 138;  7,529;  7,456;       ;       ;379,4;416,2
CPFL PAULISTA;63;7;2291;ORIEN1-SP138; AJINOMOTO VAL - 138;  7,309;  7,228;       ;       ; 6,50; 7,50
CPFL PAULISTA;63;7;3112;PCOLO-DEF138; P. COLOMBIA - 138;  7,271;  7,090;       ;       ;400,0;400,0
CPFL PAULISTA;63;7;2345;PENAP--SP138; PENAPOLIS - 138;  7,556;  7,498;       ;       ;29,50;31,50
CPFL PAULISTA;63;7;654;PENAPO-SP138; PENAPOLIS 1 - 138;  7,548;  7,489;       ;       ;17,10;18,00
CPFL PAULISTA;63;7;2314;PINHAL-SP138; PINHAL - 138;  8,172;  8,177;       ;       ;17,91;17,50
CPFL PAULISTA;63;7;577;PIRACI-SP138; PIRACICABA - 138;  8,034;  8,059;       ;       ;335,8;430,3
CPFL PAULISTA;63;7;661;PROMIS-SP138; PROMISSAO - 138;  7,590;  7,537;       ;       ;210,0;210,0
CPFL PAULISTA;63;7;2182;QAMPAR-SP138; QUIMICA AMPAR - 138;  8,318;  8,350;       ;       ;18,50;18,50
